model,lens,layer,relative_depth,prompt_style,condition,condition_kind,condition_order,base_id,family,structure,orientation,taint_delta_contrast_z,taint_delta_contrast_prob,taint_contrast_z_unsafe,taint_contrast_z_safe,model_delta_margin,model_margin_unsafe,model_margin_safe,model_correct_unsafe,model_correct_safe,security_delta_contrast_z,security_delta_contrast_prob
starcoder2-3b,logit,23,0.7931,sink,rename_opaque,cumulative,22,sql_exec_helper_09,sql_exec,helper,unsafe_minus_safe,0.020637255875532112,2.3214019595485524e-10,4.030456773153344,4.009819517277812,0.01171875,0.314453125,0.302734375,1,0,0.014193488967333592,3.2086074474065065e-18
starcoder2-3b,logit,23,0.7931,e6,rename_opaque_encode,cumulative,23,sql_exec_helper_09,sql_exec,helper,unsafe_minus_safe,0.028137856442302045,1.0756529555955296e-08,3.4915816174882783,3.4634437610459763,-0.013671875,0.50390625,0.517578125,1,0,-0.005875550766188231,1.1201545891949833e-16
starcoder2-3b,logit,23,0.7931,sink,rename_opaque_encode,cumulative,23,sql_exec_helper_09,sql_exec,helper,unsafe_minus_safe,0.024834224296237828,4.080908944104067e-10,4.1009941647931605,4.076159940496923,-0.001953125,0.63671875,0.638671875,1,0,0.0004912608297323734,4.890521369165177e-18
starcoder2-3b,logit,23,0.7931,e6,rename_opaque_encode_flatten,cumulative,24,sql_exec_helper_09,sql_exec,helper,unsafe_minus_safe,0.006837047688706743,1.4924544933236916e-09,3.502230380076363,3.495393332387656,0.005859434604644775,0.3925781846046448,0.38671875,1,0,-0.0036526149256392304,3.123461977559912e-17
starcoder2-3b,logit,23,0.7931,sink,rename_opaque_encode_flatten,cumulative,24,sql_exec_helper_09,sql_exec,helper,unsafe_minus_safe,0.0032025430811040145,3.018263416976197e-11,3.9833219143826732,3.9801193713015692,-0.009765625,0.400390625,0.41015625,1,0,-0.0009276517055338829,-1.0859659798707995e-18
starcoder2-3b,logit,23,0.7931,e6,clean_heldout,clean,-1,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,-0.01687719752032102,-6.536560182013318e-11,4.040008342526761,4.056885540047082,0.005859315395355225,0.724609375,0.7187500596046448,1,0,-0.015597554985445336,4.73383780716019e-17
starcoder2-3b,logit,23,0.7931,sink,clean_heldout,clean,-1,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.02892156587684447,8.911626991903177e-11,4.381275077333766,4.352353511456921,0.07421875,0.9296875,0.85546875,1,0,-0.00674613493371308,3.3469809647374576e-18
starcoder2-3b,logit,23,0.7931,e6,encode_only,atomic,13,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,-0.02901035329343049,-2.873766780098208e-10,4.0564161728916615,4.085426526185092,-0.001953125,0.748046875,0.75,1,0,-0.01572269356482489,1.0299583104153913e-16
starcoder2-3b,logit,23,0.7931,sink,encode_only,atomic,13,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.017245422121349385,6.073874736500784e-11,4.3779754743872745,4.360730052265925,0.058593809604644775,1.0117188096046448,0.953125,1,0,-0.003170378648010794,2.5611399825895824e-18
starcoder2-3b,logit,23,0.7931,e6,flatten_only,atomic,14,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,-0.010804085708376654,-2.976645041563586e-09,3.648659192006769,3.6594632777151457,0.0107421875,0.3525390625,0.341796875,1,0,-0.012091194015926954,-1.3920462660630631e-16
starcoder2-3b,logit,23,0.7931,sink,flatten_only,atomic,14,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,-0.005551855554639218,-7.917899669251938e-11,4.246911778649002,4.252463634203641,-0.011718809604644775,0.6835936903953552,0.6953125,1,0,-0.0027026869546746823,-6.891072013392704e-18
starcoder2-3b,logit,23,0.7931,e6,normalize,baseline,0,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,-0.008088004328664411,-7.986167283036139e-12,4.039093113633376,4.04718111796204,0.013671815395355225,0.705078125,0.6914063096046448,1,0,-0.014027387423950238,1.5018508993093767e-17
starcoder2-3b,logit,23,0.7931,sink,normalize,baseline,0,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.02808746318467925,7.851475025688615e-11,4.400457168879326,4.372369705694647,0.078125,0.9414063096046448,0.8632813096046448,1,0,-0.006183747859542489,3.311151141431085e-18
starcoder2-3b,logit,23,0.7931,e6,opaque_only,atomic,12,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.009454472178521023,2.1655344184523528e-10,4.1869611821608546,4.1775067099823335,0.06445306539535522,1.001953125,0.9375000596046448,1,0,-0.0070030211684609656,1.1175448854272056e-16
starcoder2-3b,logit,23,0.7931,sink,opaque_only,atomic,12,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.02536009110294657,4.1286640772852934e-11,4.55959126507553,4.534231173972583,0.0859375,1.1132813096046448,1.0273438096046448,1,0,-0.009665652365465738,2.79924492502264e-18
starcoder2-3b,logit,23,0.7931,e6,rename_cumulative,cumulative,21,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,-0.019006620985656753,-1.0156290253249267e-09,3.66463642945733,3.6836430504429867,-0.012695372104644775,0.380859375,0.3935547471046448,1,0,-0.004838621041760277,7.054379015213268e-17
starcoder2-3b,logit,23,0.7931,sink,rename_cumulative,cumulative,21,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,-0.04609402020835773,-7.973932625304769e-10,4.013692567121112,4.059786587329469,-0.025390625,0.40625,0.431640625,1,0,-0.0065937786485602695,-4.9236180458740745e-18
starcoder2-3b,logit,23,0.7931,e6,rename_only,atomic,11,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.04506150342164705,1.1305373859293866e-08,3.622033198953959,3.576971695532312,0.06835931539535522,0.3066405653953552,0.23828125,1,0,0.010970625650315313,3.7741412133517667e-16
starcoder2-3b,logit,23,0.7931,sink,rename_only,atomic,11,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.06948448554445896,1.87771942439241e-09,4.0426679654947835,3.9731834799503245,0.080078125,0.341796875,0.26171875,1,0,0.009150506281980775,1.7759597290334197e-17
starcoder2-3b,logit,23,0.7931,e6,rename_opaque,cumulative,22,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.05620182808556695,8.029775400153483e-09,3.7065906534860797,3.650388825400513,0.052734434604644775,0.5341796875,0.4814452528953552,1,0,-0.018503582452917722,-2.1272625156757597e-16
starcoder2-3b,logit,23,0.7931,sink,rename_opaque,cumulative,22,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.03930435049778236,1.8648886879191195e-09,3.90895515965716,3.8696508091593778,0.033203125,0.330078125,0.296875,1,0,-0.002023700811227186,-1.5821577145883338e-17
starcoder2-3b,logit,23,0.7931,e6,rename_opaque_encode,cumulative,23,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.020318701190746857,6.264379903697659e-09,3.426127976983671,3.405809275792924,0.023437559604644775,0.5859375,0.5624999403953552,1,0,0.012541252617362136,-2.3336594440474294e-20
starcoder2-3b,logit,23,0.7931,sink,rename_opaque_encode,cumulative,23,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.014330498883249998,6.939470109657009e-10,3.927388595559268,3.913058096676018,0.017578125,0.568359375,0.55078125,1,0,0.008784573633711726,1.3789063625368821e-17
starcoder2-3b,logit,23,0.7931,e6,rename_opaque_encode_flatten,cumulative,24,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.002415469387592406,3.695257877467384e-09,3.5463678108137535,3.543952341426161,0.009765625,0.466796875,0.45703125,1,0,0.001373339134249807,2.1875716348133769e-16
starcoder2-3b,logit,23,0.7931,sink,rename_opaque_encode_flatten,cumulative,24,sql_exec_helper_12,sql_exec,helper,unsafe_minus_safe,0.014422701794733594,4.142710618992851e-10,3.9446693511354733,3.9302466493407398,0.044921815395355225,0.4882811903953552,0.443359375,1,0,-0.0006834531913830488,4.699611175413297e-18
starcoder2-3b,logit,23,0.7931,e6,clean_heldout,clean,-1,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,0.01552829392365318,2.20166218589668e-10,4.038351782698312,4.022823488774659,0.003906369209289551,0.7988281846046448,0.7949218153953552,1,0,-0.01845837524198303,1.1665107341866366e-17
starcoder2-3b,logit,23,0.7931,sink,clean_heldout,clean,-1,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.0242947582335189,-5.372846612061721e-11,4.336003419802502,4.360298178036021,0.0,0.921875,0.921875,1,0,-0.02213690262112658,-1.1822725179370197e-18
starcoder2-3b,logit,23,0.7931,e6,encode_only,atomic,13,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.006724054690342207,3.722643304726603e-10,3.8351929669995943,3.8419170216899365,0.005859315395355225,0.7265624403953552,0.720703125,1,0,-0.014016439072098819,1.0242564873420791e-16
starcoder2-3b,logit,23,0.7931,sink,encode_only,atomic,13,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.01833963401508587,-1.2233880575251987e-11,4.331286930788217,4.349626564803303,0.01171875,0.9921875,0.98046875,1,0,-0.017989111281560312,7.317652368082117e-19
starcoder2-3b,logit,23,0.7931,e6,flatten_only,atomic,14,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,0.018097676793856987,5.403105185486368e-09,3.4826037839288837,3.4645061071350267,0.015625,0.2509765625,0.2353515625,1,0,0.010451757753336566,5.953362900491253e-16
starcoder2-3b,logit,23,0.7931,sink,flatten_only,atomic,14,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.0091891669103763,-1.8893620001847466e-10,4.126007995750383,4.135197162660759,-0.017578125,0.53515625,0.552734375,1,0,0.005456828410284902,-4.276867475659033e-18
starcoder2-3b,logit,23,0.7931,e6,normalize,baseline,0,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.004853201075503577,-3.588895847173035e-11,3.9853271224548545,3.990180323530358,-0.017578125,0.728515625,0.74609375,1,0,-0.02669025959741833,1.308966833531455e-17
starcoder2-3b,logit,23,0.7931,sink,normalize,baseline,0,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.03805132897772978,-7.668865542598269e-11,4.326799752291539,4.3648510812692685,-0.011718809604644775,0.88671875,0.8984375596046448,1,0,-0.024783830255846934,-1.2898624615238904e-18
starcoder2-3b,logit,23,0.7931,e6,opaque_only,atomic,12,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,0.017670825756995967,7.429943327252886e-10,3.9972371772719586,3.9795663515149626,1.1920928955078125e-07,0.7158203721046448,0.7158202528953552,1,0,-0.015139562660166639,1.572006584337188e-16
starcoder2-3b,logit,23,0.7931,sink,opaque_only,atomic,12,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.01740500141460899,-1.978414099212955e-10,4.235792481560987,4.253197482975596,-0.003906309604644775,0.630859375,0.6347656846046448,1,0,-0.01213534196901124,-9.556982580172121e-18
starcoder2-3b,logit,23,0.7931,e6,rename_cumulative,cumulative,21,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,0.013898305541913292,1.344748534748419e-09,3.6055235438399476,3.5916252382980343,0.01953125,0.28125,0.26171875,1,0,-0.004243968068412374,-1.1956981232110461e-17
starcoder2-3b,logit,23,0.7931,sink,rename_cumulative,cumulative,21,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.016715172994653305,-1.424338424982352e-10,3.9483531783191905,3.965068351313844,0.0078125,0.267578125,0.259765625,1,0,-0.0074348771365835495,5.487341604170747e-18
starcoder2-3b,logit,23,0.7931,e6,rename_only,atomic,11,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,0.010473938187463894,6.71140587549246e-10,3.635753042872936,3.625279104685472,0.0234375,0.44921875,0.42578125,1,0,0.004991222372276144,-2.9018815236359335e-17
starcoder2-3b,logit,23,0.7931,sink,rename_only,atomic,11,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.0031895881533809955,-4.2703285352274634e-11,4.069215401163211,4.072404989316592,0.01171875,0.369140625,0.357421875,1,0,-0.0014361716044215267,2.61287786434927e-18
starcoder2-3b,logit,23,0.7931,e6,rename_opaque,cumulative,22,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,0.013131578510924946,2.7855451278924193e-10,3.7117804235034857,3.6986488449925607,0.017578125,0.58984375,0.572265625,1,0,-0.008426977390156604,-2.325550262435336e-16
starcoder2-3b,logit,23,0.7931,sink,rename_opaque,cumulative,22,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,0.007892436226565103,1.5589196600274136e-11,4.097986984852358,4.0900945486257925,0.01171875,0.47265625,0.4609375,1,0,-0.008557738663918693,-1.6807652990039778e-18
starcoder2-3b,logit,23,0.7931,e6,rename_opaque_encode,cumulative,23,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.006725690027447051,-5.211223785828167e-09,3.5248939295330786,3.5316196195605256,-0.027343809604644775,0.5273436903953552,0.5546875,1,0,-0.010644751931819518,-1.2525935459249512e-16
starcoder2-3b,logit,23,0.7931,sink,rename_opaque_encode,cumulative,23,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,-0.04899291856484478,-9.593752459124971e-10,4.015570534440572,4.064563453005417,-0.046875,0.57421875,0.62109375,1,0,-0.017317893263374053,-1.1229704483435193e-17
starcoder2-3b,logit,23,0.7931,e6,rename_opaque_encode_flatten,cumulative,24,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,0.03330236344026627,1.6048262385659484e-08,3.3862746513930118,3.3529722879527455,0.001953125,0.3027343153953552,0.3007811903953552,1,0,0.0009632131198197835,8.322440075685188e-17
starcoder2-3b,logit,23,0.7931,sink,rename_opaque_encode_flatten,cumulative,24,sql_exec_helper_14,sql_exec,helper,unsafe_minus_safe,0.01114571037898493,1.2272338700825003e-10,4.039776357513793,4.028630647134808,-0.033203125,0.453125,0.486328125,1,0,0.010058425999277198,-4.903471374565119e-19
starcoder2-3b,logit,23,0.7931,e6,clean_heldout,clean,-1,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,0.05273188196708789,7.515481570408156e-10,4.00493380772817,3.952201925761082,0.08203125,0.708984375,0.626953125,1,0,-0.006735444788851255,-4.3328778678128884e-17
starcoder2-3b,logit,23,0.7931,sink,clean_heldout,clean,-1,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.00304116520496045,-9.26887455676706e-11,4.303378633608451,4.306419798813412,0.0234375,0.765625,0.7421875,1,0,-0.007526159670886268,-5.9944025804536455e-18
starcoder2-3b,logit,23,0.7931,e6,encode_only,atomic,13,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,0.028945016160026427,9.094907049700396e-10,3.8845259621284858,3.8555809459684593,0.039062440395355225,0.6230468153953552,0.583984375,1,0,-0.001609877968812401,4.9526507514211996e-18
starcoder2-3b,logit,23,0.7931,sink,encode_only,atomic,13,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.004946875536282036,-4.4227177475875123e-11,4.302018585621257,4.306965461157539,0.0078125,0.76953125,0.76171875,1,0,-0.0029276115667466254,-1.5723485097554938e-18
starcoder2-3b,logit,23,0.7931,e6,flatten_only,atomic,14,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.0437743012839249,-1.12220224224302e-08,3.5674783758696145,3.6112526771535394,-0.03125,0.3583984375,0.3896484375,1,0,0.0012358293594693093,-4.076110352786702e-16
starcoder2-3b,logit,23,0.7931,sink,flatten_only,atomic,14,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,0.0016109644321051775,-7.474021401776554e-11,4.126408553410096,4.124797588977991,0.017578125,0.5625,0.544921875,1,0,0.0035175944728653326,-3.6671963520192755e-18
starcoder2-3b,logit,23,0.7931,e6,normalize,baseline,0,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,0.05171821349595751,1.0805064620811322e-09,3.9681520682355167,3.916433854739559,0.076171875,0.666015625,0.58984375,1,0,-0.0009662677918768903,1.1112346266050577e-17
starcoder2-3b,logit,23,0.7931,sink,normalize,baseline,0,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.002732981173336313,-8.437472942546265e-11,4.308073601623713,4.310806582797049,0.01171875,0.734375,0.72265625,1,0,-0.0013198540077945659,-5.6499977968180496e-18
starcoder2-3b,logit,23,0.7931,e6,opaque_only,atomic,12,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.01381521170325195,-6.216109849077611e-10,3.784164076502542,3.797979288205794,-0.05566418170928955,0.4091796278953552,0.4648438096046448,1,0,-0.00861347484755276,1.2240191200846802e-15
starcoder2-3b,logit,23,0.7931,sink,opaque_only,atomic,12,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.047514498985874454,-7.625015063794649e-10,4.121215607258758,4.168730106244633,-0.044921875,0.314453125,0.359375,1,0,-0.012804736182962836,-1.449574776234128e-17
starcoder2-3b,logit,23,0.7931,e6,rename_cumulative,cumulative,21,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,0.013375706494494821,1.5909772388411625e-09,3.5220023418250364,3.5086266353305415,0.031250059604644775,0.3281250596046448,0.296875,1,0,-0.017472881743220314,-5.470981828396315e-17
starcoder2-3b,logit,23,0.7931,sink,rename_cumulative,cumulative,21,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.03422211976763645,-4.5395698311523347e-10,4.06428661330086,4.098508733068496,0.0039061903953552246,0.4062499403953552,0.40234375,1,0,-0.029203536335068433,-1.2002454573108352e-17
starcoder2-3b,logit,23,0.7931,e6,rename_only,atomic,11,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,0.1070127437681645,1.1582531933562734e-08,3.74517163538401,3.6381588916158454,0.09765625,0.228515625,0.130859375,1,0,0.011241047056554043,1.6179319962869148e-16
starcoder2-3b,logit,23,0.7931,sink,rename_only,atomic,11,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,0.006507884341503178,1.7634904647678695e-10,4.133497334528974,4.12698945018747,0.02734375,0.23828125,0.2109375,1,0,-0.011383439178532892,4.0942328137508264e-18
starcoder2-3b,logit,23,0.7931,e6,rename_opaque,cumulative,22,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.0038458048304219616,1.669973381801526e-09,3.616462914292689,3.620308719123111,0.005859375,0.4609375,0.455078125,1,0,-0.005116845032891365,3.6036064441940003e-16
starcoder2-3b,logit,23,0.7931,sink,rename_opaque,cumulative,22,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.007976418577512412,2.248423669470867e-12,3.988588917443783,3.9965653360212956,0.00390625,0.189453125,0.185546875,1,0,-0.005435600928894085,6.6767834679378326e-18
starcoder2-3b,logit,23,0.7931,e6,rename_opaque_encode,cumulative,23,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,0.009107470387239136,-1.6568403315986302e-09,3.616230064539366,3.607122594152127,-0.0019530653953552246,0.5332031846046448,0.53515625,1,0,-0.016588604628154868,-5.562544207787709e-16
starcoder2-3b,logit,23,0.7931,sink,rename_opaque_encode,cumulative,23,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.006783090763631705,-2.485710526300977e-10,4.165725467532701,4.172508558296332,-0.01171875,0.51171875,0.5234375,1,0,-0.011531709126299076,-1.1415697796535483e-17
starcoder2-3b,logit,23,0.7931,e6,rename_opaque_encode_flatten,cumulative,24,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,-0.006732764512620726,-1.1254233100999045e-09,3.520707058461494,3.527439822974115,0.005859315395355225,0.3398436903953552,0.333984375,1,0,5.039409799068029e-06,-5.155771215594858e-18
starcoder2-3b,logit,23,0.7931,sink,rename_opaque_encode_flatten,cumulative,24,sql_exec_helper_15,sql_exec,helper,unsafe_minus_safe,0.02642744883581649,1.7672008301161668e-10,4.067409931186951,4.040982482351135,0.035156309604644775,0.462890625,0.4277343153953552,1,0,0.01089682760117025,1.476376883490572e-18
starcoder2-3b,logit,27,0.931,e6,clean_heldout,clean,-1,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.0055124582931291854,0.0027447489715295426,0.5928438455064402,0.587331387213311,-0.0234375,-0.1875,-0.1640625,0,1,-0.012333279007853193,-2.8168227012287906e-13
starcoder2-3b,logit,27,0.931,sink,clean_heldout,clean,-1,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.020211445284832763,0.001278367656965429,0.9390248476950935,0.9188134024102608,0.03515625,0.50390625,0.46875,1,0,-0.008834981523367591,9.12655644575061e-15
starcoder2-3b,logit,27,0.931,e6,encode_only,atomic,13,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.012183907535137983,-0.004978358047058817,0.5786988584193837,0.5908827659545217,-0.0439453125,-0.171875,-0.1279296875,0,1,-0.021810525926253432,-6.96965030952493e-13
starcoder2-3b,logit,27,0.931,sink,encode_only,atomic,13,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.016458659300415235,0.0011750803689255518,0.9365187440889544,0.9200600847885392,0.041015625,0.513671875,0.47265625,1,0,-0.0056715478415956255,1.6862295486668627e-14
starcoder2-3b,logit,27,0.931,e6,flatten_only,atomic,14,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.041532481612413186,-0.029723943592611546,0.4458882882449853,0.48742076985739846,-0.0400390625,-0.2958984375,-0.255859375,0,1,-0.009525515456533573,-6.41641154988855e-14
starcoder2-3b,logit,27,0.931,sink,flatten_only,atomic,14,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.0107954701361761,-0.0008306754200456679,0.8754765955168828,0.8862720656530589,-0.01171875,0.361328125,0.373046875,1,0,-0.0011978414783392344,-7.967578523700152e-15
starcoder2-3b,logit,27,0.931,e6,normalize,baseline,0,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.008369981791378933,-0.005354803068680858,0.4349403096416866,0.44331029143306555,-0.01953125,-0.42578125,-0.40625,0,1,-0.014185239814011208,-1.735945848581278e-12
starcoder2-3b,logit,27,0.931,sink,normalize,baseline,0,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.022655396807857997,0.001603690617755671,0.9329654415044697,0.9103100446966117,0.05078125,0.44140625,0.390625,1,0,-0.009921235701791653,2.5935359924227263e-14
starcoder2-3b,logit,27,0.931,e6,opaque_only,atomic,12,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.015517950116062273,-0.001173013886955232,0.8781510429571497,0.893668993073212,-0.028808534145355225,0.2919922471046448,0.32080078125,1,0,-0.0018012565220980048,-5.4695407083023417e-14
starcoder2-3b,logit,27,0.931,sink,opaque_only,atomic,12,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.019265777782866422,0.0007618960447944856,1.0651724717231632,1.0459066939402968,0.01953125,0.5234375,0.50390625,1,0,0.005286941846674442,2.6732538927107972e-14
starcoder2-3b,logit,27,0.931,e6,rename_cumulative,cumulative,21,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.00932895610090867,0.016426521047958276,0.29476232938456715,0.2854333732836585,0.006835877895355225,-0.435546875,-0.4423827528953552,0,1,0.0012063182532119354,9.738235676706713e-13
starcoder2-3b,logit,27,0.931,sink,rename_cumulative,cumulative,21,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.009110521037896113,-0.0025286880278757584,0.6917288433744222,0.7008393644123183,-0.017578125,-0.158203125,-0.140625,0,1,-0.006807980725554691,-1.246386744944006e-13
starcoder2-3b,logit,27,0.931,e6,rename_only,atomic,11,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.023973476773901048,0.026072400797959028,0.380399424832528,0.35642594805862693,0.03125,-0.201171875,-0.232421875,0,1,-0.0022093597525431607,-2.8372045608599285e-12
starcoder2-3b,logit,27,0.931,sink,rename_only,atomic,11,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.003564341170345209,-0.00011538639267094641,0.7278494827243316,0.7242851415539864,-0.01171875,-0.0703125,-0.05859375,0,1,0.0022588958101474876,-4.297311230781079e-13
starcoder2-3b,logit,27,0.931,e6,rename_opaque,cumulative,22,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,0.012121284661236409,0.0009636502199529273,0.9819433325492382,0.9698220478880017,0.0146484375,0.4091796875,0.39453125,1,0,-0.0031566823011509593,-8.675352111215966e-14
starcoder2-3b,logit,27,0.931,sink,rename_opaque,cumulative,22,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.007307991789068602,-0.0008668387625606622,0.883998924086459,0.8913069158755276,0.0,0.01953125,0.01953125,1,0,-0.013979907990579521,-7.232862366762163e-14
starcoder2-3b,logit,27,0.931,e6,rename_opaque_encode,cumulative,23,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.015024333005536405,-0.0015064694111591725,0.8012605883739905,0.8162849213795269,0.0009766221046447754,0.365234375,0.3642577528953552,1,0,0.03351761438051071,8.067528151671033e-14
starcoder2-3b,logit,27,0.931,sink,rename_opaque_encode,cumulative,23,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.030767705030788406,-0.0032576558695667224,0.8338898854853136,0.864657590516102,-0.005859375,0.09375,0.099609375,1,0,0.03904371071353707,1.5991696793071795e-14
starcoder2-3b,logit,27,0.931,e6,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.00015499420924935947,0.0002959611251693861,0.7065553806858365,0.7067103748950858,0.02734375,0.115234375,0.087890625,1,0,0.0018780006349004008,2.3857028425236333e-14
starcoder2-3b,logit,27,0.931,sink,rename_opaque_encode_flatten,cumulative,24,command_exec_assign_chain_00,command_exec,assign_chain,unsafe_minus_safe,-0.0004901389545173274,9.408194734095154e-05,0.8723528553156061,0.8728429942701235,0.029296875,0.177734375,0.1484375,1,0,0.014391250388011367,1.3167805352435556e-14
starcoder2-3b,logit,27,0.931,e6,clean_heldout,clean,-1,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.02736398605015733,0.008790467953224801,0.6752446597589961,0.6478806737088387,0.0361328125,-0.2216796875,-0.2578125,0,1,0.027747527394565985,9.407275372605825e-13
starcoder2-3b,logit,27,0.931,sink,clean_heldout,clean,-1,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.008050966463970077,0.000423858025780377,0.9594082800989794,0.9513573136350093,-0.01171875,0.3984375,0.41015625,1,0,-0.013515602907424318,1.670108931527208e-15
starcoder2-3b,logit,27,0.931,e6,encode_only,atomic,13,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.013951002665898216,0.007912843276884463,0.5926111526728963,0.5786601500069981,0.040039002895355225,-0.3125000596046448,-0.3525390625,0,1,0.04916781685018068,1.8539052158038815e-12
starcoder2-3b,logit,27,0.931,sink,encode_only,atomic,13,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.0075640680877384625,0.0005402747312797107,0.9853609632292626,0.9777968951415241,0.001953125,0.3984375,0.396484375,1,0,-0.014365961674643185,2.9971762542760633e-14
starcoder2-3b,logit,27,0.931,e6,flatten_only,atomic,14,command_exec_assign_chain_02,command_exec,assign_chain,unsafe_minus_safe,0.005411454030051388,0.0022568297191551956,0.7025723424593924,0.697160888429341,-0.0263671875,0.00048828125,0.02685546875,1,0,0.009845843589530556,9.837481626051693e-13
