base_id,split,arm,binding,site,variant,layer,rank,own_answer,installed_answer,clean_logit_diff,patched_logit_diff,delta_ld,clean_logit_diff_unbatched,clean_path_shift,flipped,says_installed,says_own,says_other,edit_fraction,edit_norm,state_norm,effective_rank,degenerate,gates_required,gate_override,gate_override_reason
base_0002,calib,ab,source,def_source,whole_state,6,3072,6,5,-2.09375,-2.09375,0.0,-2.09375,0.0,0,0,1,0,0.0,0.0,21.019952940813727,3072,True,"H0,H1,H2",False,
base_0002,calib,ab,source,def_source,noop,6,0,6,5,-2.09375,-2.09375,0.0,-2.09375,0.0,0,0,1,0,0.0,0.0,21.019952940813727,0,True,"H0,H1,H2",False,
base_0002,calib,ab,source,def_target,whole_state,6,3072,6,5,-2.09375,-1.8437501192092896,0.24999988079071045,-2.09375,0.0,0,0,1,0,0.42430749114998073,8.605192495628836,20.28055755581073,3072,False,"H0,H1,H2",False,
base_0002,calib,ab,source,def_target,noop,6,0,6,5,-2.09375,-2.09375,0.0,-2.09375,0.0,0,0,1,0,0.0,0.0,20.28055755581073,0,True,"H0,H1,H2",False,
base_0002,calib,ab,source,mutation,whole_state,6,3072,6,5,-2.09375,-1.9374998807907104,0.15625011920928955,-2.09375,0.0,0,0,1,0,0.9834318490464398,19.189469037906758,19.512759380849165,3072,False,"H0,H1,H2",False,
base_0002,calib,ab,source,mutation,noop,6,0,6,5,-2.09375,-2.09375,0.0,-2.09375,0.0,0,0,1,0,0.0,0.0,19.512759380849165,0,True,"H0,H1,H2",False,
base_0002,calib,ab,source,use,whole_state,6,3072,6,5,-2.09375,-1.09375,1.0,-2.09375,0.0,0,0,1,0,0.7270770443282595,14.718157989106635,20.24291387538527,3072,False,"H0,H1,H2",False,
base_0002,calib,ab,source,use,noop,6,0,6,5,-2.09375,-2.09375,0.0,-2.09375,0.0,0,0,1,0,0.0,0.0,20.24291387538527,0,True,"H0,H1,H2",False,
base_0002,calib,ab,target,def_source,whole_state,6,3072,5,6,-0.375,-0.375,0.0,-0.34375,-0.03125,0,0,1,0,0.0,0.0,21.019952940813727,3072,True,"H0,H1,H2",False,
base_0002,calib,ab,target,def_source,noop,6,0,5,6,-0.359375,-0.359375,0.0,-0.34375,-0.015625,0,0,1,0,0.0,0.0,21.019952940813727,0,True,"H0,H1,H2",False,
base_0002,calib,ab,target,def_target,whole_state,6,3072,5,6,-0.34375,-0.4999999701976776,-0.1562499701976776,-0.34375,0.0,0,0,1,0,0.4164509250156119,8.605192495628836,20.66316096021697,3072,False,"H0,H1,H2",False,
base_0002,calib,ab,target,def_target,noop,6,0,5,6,-0.359375,-0.359375,0.0,-0.34375,-0.015625,0,0,1,0,0.0,0.0,20.66316096021697,0,True,"H0,H1,H2",False,
base_0002,calib,ab,target,mutation,whole_state,6,3072,5,6,-0.34375,0.1875,0.53125,-0.34375,0.0,1,1,0,0,0.9142887879325099,19.189469037906758,20.988411201344917,3072,False,"H0,H1,H2",False,
base_0002,calib,ab,target,mutation,noop,6,0,5,6,-0.359375,-0.359375,0.0,-0.34375,-0.015625,0,0,1,0,0.0,0.0,20.988411201344917,0,True,"H0,H1,H2",False,
base_0002,calib,ab,target,use,whole_state,6,3072,5,6,-0.34375,1.0,1.34375,-0.34375,0.0,1,1,0,0,0.7078441277956029,14.718157989106635,20.79293648298323,3072,False,"H0,H1,H2",False,
base_0002,calib,ab,target,use,noop,6,0,5,6,-0.359375,-0.359375,0.0,-0.34375,-0.015625,0,0,1,0,0.0,0.0,20.79293648298323,0,True,"H0,H1,H2",False,
base_0002,calib,ba,source,def_source,whole_state,6,3072,5,6,-1.9375,-1.9375,0.0,-1.9374998807907104,-1.1920928955078125e-07,0,0,1,0,0.0,0.0,21.653458491512744,3072,True,"H0,H1,H2",False,
base_0002,calib,ba,source,def_source,noop,6,0,5,6,-1.9375001192092896,-1.9375001192092896,0.0,-1.9374998807907104,-2.384185791015625e-07,0,0,1,0,0.0,0.0,21.653458491512744,0,True,"H0,H1,H2",False,
base_0002,calib,ba,source,def_target,whole_state,6,3072,5,6,-1.9375001192092896,-1.34375,0.5937501192092896,-1.9374998807907104,-2.384185791015625e-07,0,0,1,0,0.4138585314574124,8.925532105093389,21.566625855608002,3072,False,"H0,H1,H2",False,
base_0002,calib,ba,source,def_target,noop,6,0,5,6,-1.9375001192092896,-1.9375001192092896,0.0,-1.9374998807907104,-2.384185791015625e-07,0,0,1,0,0.0,0.0,21.566625855608002,0,True,"H0,H1,H2",False,
base_0002,calib,ba,source,mutation,whole_state,6,3072,5,6,-1.9375001192092896,-1.78125,0.15625011920928955,-1.9374998807907104,-2.384185791015625e-07,0,0,1,0,0.9960123252545814,19.364017410557476,19.441543964436406,3072,False,"H0,H1,H2",False,
