split,position,site_kind,site,variant,n_families,min_family_delta,max_family_delta,all_families_positive,all_families_ci_positive,delta_affine,ci_lo_affine,delta_index,ci_lo_index,delta_modulus,ci_lo_modulus,delta_mul_sub,ci_lo_mul_sub,delta_threshold,ci_lo_threshold
calib,answer,band,L16+24+31,probe_basis,5,0.016927082505491044,0.4223090194993549,True,False,0.4223090194993549,0.2877495562864674,0.02256943451033698,-0.006076395594411426,0.2238051365403568,0.1594554086380145,0.07604169050852458,-0.01042966773112615,0.016927082505491044,0.006510415838824378
calib,answer,band,L16+24+31,whole_state,5,0.17100693782170615,5.717881937821706,True,False,5.717881937821706,4.269661437968413,0.17100693782170615,-0.09463974999056922,2.0606617541874157,1.499977018465014,0.7479167064030965,-0.103150994181633,0.399305553899871,0.244769965360562
calib,answer,band,L8+16+24,cf_push_0.03,5,0.013454854488372803,0.2061631977558136,True,False,0.2061631977558136,0.15972223178380066,0.013454854488372803,-0.0013020867274867165,0.09742647409439087,0.07169118506066939,0.028125003973642985,-0.00312502384185791,0.02039930721124013,0.010850700984398524
calib,answer,band,L8+16+24,cf_push_0.1,5,0.03993053899870978,0.743923607799742,True,False,0.743923607799742,0.577235247567296,0.03993053899870978,-0.007389349076482985,0.33409926645896015,0.2481502738507355,0.10052083730697632,-0.008854175011316934,0.07161458084980647,0.04165581282642153
calib,answer,band,L8+16+24,cf_push_0.3,5,0.12065971559948391,2.805121516187986,True,False,2.805121516187986,2.13799910073479,0.12065971559948391,-0.021267361525032256,1.0367646953638863,0.7540555980275658,0.3463541865348816,-0.05001301656166712,0.2148437491721577,0.1276041683016552
calib,answer,band,L8+16+24,cf_push_1,5,0.4409722288449605,7.579861104488373,True,False,7.579861104488373,6.022308992097774,0.4409722288449605,-0.0325520734820101,3.0275735311648426,2.256893384018365,0.9656250278155009,-0.11096353739500045,0.6896701413724158,0.41358506944444445
calib,answer,band,L8+16+24,gram_random,5,-0.001302084161175622,0.007812496493844425,False,False,0.006944447755813599,-0.013454851590924792,0.0017361011770036486,-0.0017361309793260363,0.007812496493844425,-0.0018382335848668042,-0.0010416467984517416,-0.006770813564459482,-0.001302084161175622,-0.004340279433462355
calib,answer,band,L8+16+24,jlens_answer,5,0.008854198455810546,0.2647569411330753,True,False,0.2647569411330753,0.16839192393753263,0.02777778108914693,-0.006944437821706136,0.02527572477565092,-0.003228416162378647,0.008854198455810546,-0.006249988178412119,0.009548608627584245,0.00043402777777777775
calib,answer,band,L8+16+24,jlens_offvalue,5,-0.0055147058823529415,0.017361107799741957,False,False,0.017361107799741957,-0.006944449411498176,0.004774295621448093,-0.0030381911330752904,-0.0055147058823529415,-0.021139700666946523,0.0020833412806193032,-0.004166666666666667,0.0008680530720286899,-0.002170143048796389
calib,answer,band,L8+16+24,jlens_value,5,-0.0057291388511657715,0.10329860614405738,False,False,0.10329860614405738,0.029513888847496773,0.0021701455116271973,-0.005642357799741957,0.03676469711696401,-0.009191178223666023,-0.0057291388511657715,-0.0166666508714358,-0.001302085816860199,-0.004340281089146932
calib,answer,band,L8+16+24,logit_value,5,-0.002170138888888889,0.4839409672551685,False,False,0.4839409672551685,0.21047091517183517,0.009548611111111112,-0.019531240148676764,0.2757352906114915,0.16681985469425425,0.009895861148834229,-0.015625,-0.002170138888888889,-0.0069444452929827895
calib,answer,band,L8+16+24,noop_same_value,5,0.0,0.0,False,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
calib,answer,band,L8+16+24,probe_basis,5,-0.044270839956071645,0.0017361086275842455,False,False,-0.044270839956071645,-0.07161459339161715,0.0004340178436703152,-0.006944457772705291,-0.014705892871407902,-0.039533559978008274,0.0005208452542622884,-0.015624996324380238,0.0017361086275842455,-0.001302087472544776
calib,answer,band,L8+16+24,whole_state,5,0.1762152678436703,5.664062495032947,True,False,5.664062495032947,4.226540796375937,0.1762152678436703,-0.08293186095025804,2.0643382195164177,1.50274585003362,0.7666666905085245,-0.08130208720763524,0.3771701388888889,0.230902778584924
