split,position,site_kind,site,variant,layer,delta_ld,ci_lo,ci_hi,n_rows,n_bases,flip_rate,moves_toward_target,mean_delta_norm_ratio
test,pre_def,band,L6+12+18,noop_same_value,6,0.0,0.0,0.0,280,70,0.0,False,0.0
test,pre_def,band,L6+12+18,whole_state,6,0.0,0.0,0.0,280,70,0.0,False,
test,pre_def,single,L12,gram_random,12,-0.0022321442408221107,-0.0047447049990296366,0.00033621993980236653,280,70,0.02142857142857143,False,0.04012281628215108
test,pre_def,single,L12,clens_answer,12,-0.000892859697341919,-0.0036286327775035586,0.0016183035767504148,280,70,0.017857142857142856,False,0.02999563501505546
test,pre_def,single,L12,clens_value,12,-0.0006696472210543496,-0.0029576000384986404,0.001618301895047937,280,70,0.017857142857142856,False,0.042120821477631805
test,pre_def,single,L12,logit_value,12,-0.0017299103949751174,-0.004185267873108387,0.0007254473013537271,280,70,0.014285714285714285,False,0.0260004933654987
test,pre_def,single,L12,noop_same_value,12,0.0,0.0,0.0,280,70,0.0,False,0.0
test,pre_def,single,L12,whole_state,12,0.0,0.0,0.0,280,70,0.0,False,
test,pre_def,single,L18,gram_random,18,-0.001674108420099531,-0.004130862541496754,0.0008384464148964124,280,70,0.014285714285714285,False,0.037952193713812955
test,pre_def,single,L18,clens_answer,18,-0.0020089326160294668,-0.004241069523351533,0.00016740505716630392,280,70,0.014285714285714285,False,0.027484523682875347
test,pre_def,single,L18,clens_value,18,-0.0016183061259133476,-0.003738843122763293,0.0005022287741303444,280,70,0.010714285714285714,False,0.044168331255053844
test,pre_def,single,L18,logit_value,18,-0.0032924122044018338,-0.00552595391869545,-0.0012262840196490363,280,70,0.014285714285714285,False,0.02352893856356709
test,pre_def,single,L18,noop_same_value,18,0.0,0.0,0.0,280,70,0.0,False,0.0
test,pre_def,single,L18,whole_state,18,0.0,0.0,0.0,280,70,0.0,False,
test,pre_def,single,L23,gram_random,23,0.0,0.0,0.0,280,70,0.0,False,0.03745415937502456
test,pre_def,single,L23,clens_answer,23,0.0,0.0,0.0,280,70,0.0,False,0.007786407386499948
test,pre_def,single,L23,clens_value,23,0.0,0.0,0.0,280,70,0.0,False,0.006316967592713309
test,pre_def,single,L23,logit_value,23,0.0,0.0,0.0,280,70,0.0,False,0.006312492651241911
test,pre_def,single,L23,noop_same_value,23,0.0,0.0,0.0,280,70,0.0,False,0.0
test,pre_def,single,L23,whole_state,23,0.0,0.0,0.0,280,70,0.0,False,
test,pre_def,single,L6,gram_random,6,-0.0014508914734636033,-0.003962050671023981,0.0010044640888060843,280,70,0.014285714285714285,False,0.04075804255372462
test,pre_def,single,L6,clens_answer,6,-0.0006696437086377825,-0.0032924126407929827,0.0018415206298232078,280,70,0.014285714285714285,False,0.04083657008247677
test,pre_def,single,L6,clens_value,6,-0.0008928579943520682,-0.0035170265021068708,0.0016741058869021279,280,70,0.025,False,0.038647340522628006
test,pre_def,single,L6,logit_value,6,-0.00279018155166081,-0.0051911329797336035,-0.0005580429413488933,280,70,0.017857142857142856,False,0.03148748336743213
test,pre_def,single,L6,noop_same_value,6,0.0,0.0,0.0,280,70,0.0,False,0.0
test,pre_def,single,L6,whole_state,6,0.0,0.0,0.0,280,70,0.0,False,
test,use,band,L12+18+23,gram_random,12,-0.0013950887535299575,-0.0036830360442399977,0.0009486616828611919,280,70,0.014285714285714285,False,0.034690915888093
test,use,band,L12+18+23,clens_answer,12,-0.001339288694517953,-0.0036830358260444233,0.0007812496487583433,280,70,0.017857142857142856,False,0.06784279352481475
test,use,band,L12+18+23,clens_value,12,-0.001116072918687548,-0.0036830336760197368,0.0014508892595767975,280,70,0.010714285714285714,False,0.049218308340762754
test,use,band,L12+18+23,logit_value,12,-0.0019531290446008955,-0.0044098836556077,0.0003906216153076717,280,70,0.007142857142857143,False,0.042229627916638535
test,use,band,L12+18+23,noop_same_value,12,0.0,0.0,0.0,280,70,0.0,False,0.0
test,use,band,L12+18+23,whole_state,12,0.040959816319601876,0.024719583620982512,0.05714843672301085,280,70,0.014285714285714285,True,
test,use,band,L6+12+18,gram_random,6,-0.000613840137209211,-0.003236607212041106,0.0019531199708580972,280,70,0.014285714285714285,False,0.03989540504910325
test,use,band,L6+12+18,clens_answer,6,0.0005022322492940085,-0.002008926791271993,0.0029031877618815143,280,70,0.010714285714285714,False,0.03861594029664166
test,use,band,L6+12+18,clens_value,6,0.004241075792482921,0.0010030699308429447,0.007702296863176986,280,70,0.010714285714285714,True,0.05978539378700509
test,use,band,L6+12+18,logit_value,6,-0.0002790175378322601,-0.0028473796615643156,0.0022321459544556482,280,70,0.017857142857142856,False,0.021418067108133477
test,use,band,L6+12+18,noop_same_value,6,0.0,0.0,0.0,280,70,0.0,False,0.0
test,use,band,L6+12+18,whole_state,6,0.22031250106436864,0.1419084860597338,0.30826730189578866,280,70,0.11428571428571428,True,
test,use,single,L12,gram_random,12,-0.0028459817171096803,-0.005468743752155986,-0.0003906291723251343,280,70,0.010714285714285714,False,0.034690915888093
test,use,single,L12,clens_answer,12,-0.0029017873108386993,-0.005636159447687012,-0.0002790195308625698,280,70,0.014285714285714285,False,0.06784279352481475
test,use,single,L12,clens_value,12,5.580101694379534e-05,-0.0025111593731812066,0.002511156595179013,280,70,0.014285714285714285,False,0.049218308340762754
