model,contrast,layer,target_condition,position,role_to,mean_delta,median_delta,sign_consistency,n
deepseek-coder-1.3b,flip_ab,7,fixed_a,3,other,0.00869491145934964,0.0289988690979191,0.835,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,4,signature,0.14952964557073423,-0.022611694521335293,0.23,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,5,signature,-0.016169075880170285,0.007650606518773879,0.81,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,6,signature,-0.07608594376630286,-0.0019521304762681393,0.465,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,7,other,0.06287166762991428,-0.02022162280428732,0.23,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,8,other,0.022603757603606108,-0.010338156768994817,0.2,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,9,inner_def_name,0.007591333239045084,-0.013302080849576507,0.275,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,10,other,0.049237075949198815,-0.022904134553537597,0.25,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,11,inner_def_value,0.08892800371533433,-0.0007973102045725072,0.49,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,12,other,0.025106438009208545,-0.0009939037071228672,0.465,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,13,other,0.010060010341847987,-0.010483664217654839,0.175,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,14,return_kw,-0.003058371803880015,-0.003467481702884631,0.38,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,15,use_site,-0.007436548148054684,-0.007594776037854361,0.38,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,16,suffix,0.04412292878980599,-0.016074829049558998,0.235,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,17,suffix,0.025158475198517268,-0.01822510883370091,0.16,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,18,suffix,-0.018975080319328996,-0.00898573446067568,0.07,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,19,suffix,-0.04574299089514506,0.018286964895795902,0.775,200
deepseek-coder-1.3b,flip_ab,7,fixed_a,20,suffix,-0.22761647193325277,0.07424161091089052,0.755,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,0,outer_def_name,-0.10102108198158916,0.028218542681093806,0.79,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,1,other,0.1743019366855952,-0.01627694746074871,0.285,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,2,outer_def_value,0.33543953706635526,-0.01494748150571611,0.385,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,3,other,-0.1161592842145425,0.03038460043054847,0.815,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,4,signature,0.2963670678364164,-0.020222929366172857,0.245,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,5,signature,-0.045195960952532026,0.006656979155986625,0.76,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,6,signature,-0.16509327484737057,-0.004239189702448291,0.43,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,7,other,0.17952454699329684,-0.01791180940055595,0.255,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,8,other,0.0684382345254029,-0.009206199320552666,0.22,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,9,inner_def_name,0.0248216045931082,-0.012076336127010957,0.275,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,10,other,0.037432620882910037,-0.016415758038536,0.285,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,11,inner_def_value,-0.15919848689933705,0.03948413065330101,0.74,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,12,other,0.0341475193950602,0.0010050882538666399,0.535,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,13,other,0.03007556062324758,-0.00939175035201887,0.185,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,14,return_kw,0.026790642215785147,-0.002860612418875397,0.385,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,15,use_site,0.00916544905568199,-0.006609683212243086,0.385,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,16,suffix,0.1018946027856889,-0.012070767548741708,0.29,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,17,suffix,0.08214383878576612,-0.01768951135276748,0.17,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,18,suffix,-0.004231147370311371,-0.0090696990591424,0.11,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,19,suffix,-0.10978856653613736,0.015075431957389085,0.76,200
deepseek-coder-1.3b,flip_ab,7,fixed_b,20,suffix,-0.6998553742556409,0.06292525629641452,0.715,200
deepseek-coder-1.3b,flip_ab,7,other,0,outer_def_name,-0.05615430314746215,0.04138314404404078,0.83,200
deepseek-coder-1.3b,flip_ab,7,other,1,other,0.08563692578854529,-0.00799048448966793,0.39,200
deepseek-coder-1.3b,flip_ab,7,other,2,outer_def_value,0.08655026598442955,0.07698902449246871,0.9,200
deepseek-coder-1.3b,flip_ab,7,other,3,other,-0.03244825025396521,0.020454900605255316,0.785,200
deepseek-coder-1.3b,flip_ab,7,other,4,signature,0.23881179282245038,-0.021262671256582103,0.245,200
deepseek-coder-1.3b,flip_ab,7,other,5,signature,-0.026180647367342092,0.006408672669612431,0.76,200
deepseek-coder-1.3b,flip_ab,7,other,6,signature,-0.12343136774508047,-0.005037713218160288,0.41,200
deepseek-coder-1.3b,flip_ab,7,other,7,other,0.0984280313084319,-0.01798032105960285,0.25,200
deepseek-coder-1.3b,flip_ab,7,other,8,other,0.03505736850654584,-0.009857182592349465,0.21,200
deepseek-coder-1.3b,flip_ab,7,other,9,inner_def_name,0.005745665841195695,-0.015050742020574673,0.26,200
deepseek-coder-1.3b,flip_ab,7,other,10,other,0.051527986963064765,-0.026126332030084312,0.225,200
deepseek-coder-1.3b,flip_ab,7,other,11,inner_def_value,-0.03707386948121058,-0.042002538258375376,0.255,200
deepseek-coder-1.3b,flip_ab,7,other,12,other,0.02838022768389348,-0.0008783594400292268,0.47,200
deepseek-coder-1.3b,flip_ab,7,other,13,other,0.01829916290509132,-0.009901738418375182,0.18,200
deepseek-coder-1.3b,flip_ab,7,other,14,return_kw,-0.0014587734244572487,-0.0027338568210762398,0.365,200
deepseek-coder-1.3b,flip_ab,7,other,15,use_site,0.010905900326136702,-0.008584319233742787,0.38,200
