model,condition,condition_kind,condition_order,layer,target_token,target,ast_role,token_identical,n_pairs,mean_delta_frac,sign_consistency,n_nonzero,degenerate,median_delta_frac,sign_test_p,permutation_p,permutation_effect_size,mean_frac_unsafe,mean_frac_safe,token_count_matched_frac,median_abs_rho_minus_one
deepseek-coder-6.7b,clean_heldout,clean,-1,23,5723, safe,sink_call,1,72,-0.005810818844309064,0.4444444444444444,72,0,-0.0030890162751203744,0.40957939592707177,0.048,-1.7807632156519424,0.06429035180618944,0.07010117065049852,1.0,3.1618098472740996e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,5723, safe,source_expr,1,72,-0.0012672453331633705,0.4305555555555556,72,0,-0.0008840270509941246,0.2887842804141049,0.434,-0.7690806152479612,0.052544488006890766,0.053811733340054145,1.0,3.1618098472740996e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,5723, safe,taint_chain,1,72,-0.0009874618841143904,0.4583333333333333,72,0,-0.0008664222276601359,0.555997717760971,0.464,-0.6381552317721906,0.04461800721750673,0.04560546910162113,1.0,3.1618098472740996e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,5723, safe,trust_chain,1,72,0.0016209922344910903,0.5138888888888888,72,0,0.00017858479749108952,0.906294324703081,0.246,1.233866864360085,0.04470188786078075,0.04308089562628966,1.0,3.1618098472740996e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,5723, safe,trusted_expr,1,72,-0.003706817180303584,0.4583333333333333,72,0,-0.0009543579148343813,0.555997717760971,0.002,-2.761694168736908,0.0396792261575606,0.04338604333786419,1.0,3.1618098472740996e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,24281, vulnerable,other,0,72,-0.0001435302736605415,0.4722222222222222,72,0,-0.0003264683231601895,0.7239481457469141,0.95,-0.07461598487132773,0.820143835226783,0.8202873655004435,1.0,1.3029832385269557e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,24281, vulnerable,signature,1,72,0.0008330080874198865,0.5138888888888888,72,0,0.00032612423296449547,0.906294324703081,0.256,1.1499090058464472,0.033159202356904935,0.03232619426948505,1.0,1.3029832385269557e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,24281, vulnerable,sink_arg,0,72,-0.00018315876431206798,0.4583333333333333,72,0,-0.0005178981203269588,0.555997717760971,0.836,-0.2577583596039329,0.009568713965854543,0.009751872730166613,0.6111111111111112,1.3029832385269557e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,24281, vulnerable,sink_call,1,72,-0.0017273828829332107,0.5138888888888888,72,0,0.0009601834762403977,0.906294324703081,0.27,-1.0515862669480147,0.05377645468468947,0.05550383756762269,1.0,1.3029832385269557e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,24281, vulnerable,source_expr,1,72,-2.1781798471712157e-05,0.5277777777777778,72,0,0.00010251312411949098,0.7239481457469141,0.938,-0.1265533506421286,0.0239443506037404,0.023966132402212112,1.0,1.3029832385269557e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,24281, vulnerable,taint_chain,1,72,0.00015732737360176624,0.5,72,0,-7.616391859383703e-06,1.0,0.766,0.3723517923595201,0.020363176223576546,0.020205848849974783,1.0,1.3029832385269557e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,24281, vulnerable,trust_chain,1,72,0.0008448017710989812,0.5694444444444444,72,0,0.0004284503554010336,0.2887842804141049,0.148,1.4508268506825712,0.02027079874998816,0.01942599697888918,1.0,1.3029832385269557e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,23,24281, vulnerable,trusted_expr,1,72,0.00024073416709637736,0.4861111111111111,72,0,-4.143580844690256e-05,0.906294324703081,0.192,1.30133513297997,0.018773594126777256,0.018532859959680882,1.0,1.3029832385269557e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,5723, safe,other,0,72,0.009460686979250739,0.5416666666666666,72,0,0.007139780693978581,0.555997717760971,0.244,1.1482840247859472,0.6823538125690434,0.6728931255897926,1.0,3.027244072084656e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,5723, safe,signature,1,72,0.0008689022951058676,0.5416666666666666,72,0,0.0012430901998332737,0.555997717760971,0.428,0.8033382284822748,0.04179525241294583,0.04092635011783996,1.0,3.027244072084656e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,5723, safe,sink_arg,0,72,0.0005125567405248479,0.4722222222222222,72,0,-0.000541153548108856,0.7239481457469141,0.772,0.24409066226774315,0.022150983895571585,0.021638427155046734,0.6111111111111112,3.027244072084656e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,5723, safe,sink_call,1,72,-0.005468832785184696,0.4027777777777778,72,0,-0.004119806464834952,0.12491820036864004,0.1,-1.6471170365207481,0.09325038548370827,0.09871921826889296,1.0,3.027244072084656e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,5723, safe,source_expr,1,72,-0.0010378976748901289,0.4166666666666667,72,0,-0.001076063200283632,0.1945051658673991,0.418,-0.8198359600025031,0.04738711829365413,0.048425015968544254,1.0,3.027244072084656e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,5723, safe,taint_chain,1,72,-0.0008847634540516915,0.4583333333333333,72,0,-0.0005515054555118087,0.555997717760971,0.524,-0.5910148924212055,0.040529526568219336,0.041414290022271025,1.0,3.027244072084656e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,5723, safe,trust_chain,1,72,-7.987748738480544e-05,0.4861111111111111,72,0,-0.0005533151563110036,0.906294324703081,0.944,-0.03480767783107505,0.03637835668115046,0.03645823416853527,1.0,3.027244072084656e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,5723, safe,trusted_expr,1,72,-0.0033707661985950287,0.3611111111111111,72,0,-0.0013646952673134786,0.02446090732832437,0.002,-3.020605707222832,0.03615487570630004,0.039525641904895076,1.0,3.027244072084656e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,24281, vulnerable,other,0,72,0.0027429283374568996,0.4861111111111111,72,0,-0.0004958344060500552,0.906294324703081,0.13,1.5277185345094466,0.8673738280903567,0.8646308997528999,1.0,1.2789401926394106e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,24281, vulnerable,signature,1,72,-0.0017004113920008393,0.3194444444444444,72,0,-0.0016095051406938218,0.002942760530124976,0.0,-3.0617291007455716,0.004856564619657704,0.006556976011658545,1.0,1.2789401926394106e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,24281, vulnerable,sink_arg,0,72,0.0009064454786902586,0.6527777777777778,72,0,0.0016438493672100239,0.012774595538064901,0.238,1.08721395772677,0.008792143934602188,0.00788569845591193,0.6111111111111112,1.2789401926394106e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,24281, vulnerable,sink_call,1,72,-0.002389035298496015,0.4722222222222222,72,0,-0.0012003141927003635,0.7239481457469141,0.058,-1.8481028534095636,0.048425292714271366,0.05081432801276738,1.0,1.2789401926394106e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,24281, vulnerable,source_expr,1,72,-0.00022263328910414662,0.5,72,0,-1.2045655952402229e-06,1.0,0.332,-1.0296660323611306,0.02141800084305225,0.021640634132156396,1.0,1.2789401926394106e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,24281, vulnerable,taint_chain,1,72,0.00038376535963644773,0.5138888888888888,72,0,0.00013186557279656723,0.906294324703081,0.312,1.1143166793514576,0.016007937311890083,0.015624171952253636,1.0,1.2789401926394106e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,24281, vulnerable,trust_chain,1,72,6.85888783546835e-05,0.5555555555555556,72,0,0.0003164022731072221,0.40957939592707177,0.866,0.16755574819142208,0.015404151982159034,0.01533556310380435,1.0,1.2789401926394106e-07
deepseek-coder-6.7b,clean_heldout,clean,-1,27,24281, vulnerable,trusted_expr,1,72,0.00021036862926910693,0.5555555555555556,72,0,0.0002974519077262221,0.40957939592707177,0.29,1.1093650520666256,0.017722210356177746,0.017511841726908638,1.0,1.2789401926394106e-07
