task,layer,filler_type,filler_target,filler_tokens_mean,accuracy,n
defuse_edge,19,scope_shadow,200,219.0,0.7994546574017064,11369
defuse_edge,19,scope_shadow,500,519.0,0.8808909789644013,39552
defuse_edge,19,scope_shadow,1000,1019.0,0.9249662189015182,125810
defuse_edge,23,comment_prose,0,0.0,0.997872340425532,1410
defuse_edge,23,comment_prose,50,57.0,0.9591240875912409,1370
defuse_edge,23,comment_prose,100,115.0,0.9555069292487236,1371
defuse_edge,23,comment_prose,200,202.0,0.9438775510204082,1372
defuse_edge,23,comment_prose,500,529.0,0.9198834668608885,1373
defuse_edge,23,comment_prose,1000,1009.0,0.9153284671532846,1370
defuse_edge,23,competing_update,0,0.0,0.9985845718329794,1413
defuse_edge,23,competing_update,50,55.0,0.9113372093023255,1376
defuse_edge,23,competing_update,100,103.0,0.8895348837209303,1376
defuse_edge,23,competing_update,200,205.0,0.8750907770515614,1377
defuse_edge,23,competing_update,500,505.0,0.8601602330662782,1373
defuse_edge,23,competing_update,1000,1002.0,0.8735475051264525,1463
defuse_edge,23,dead_code,0,0.0,0.997872340425532,1410
defuse_edge,23,dead_code,50,51.0,0.9578344612181156,1921
defuse_edge,23,dead_code,100,103.0,0.9155536406721241,2321
defuse_edge,23,dead_code,200,207.0,0.8836911246395386,3121
defuse_edge,23,dead_code,500,529.0,0.8460815636158617,5321
defuse_edge,23,dead_code,1000,1009.0,0.8266635371435278,8521
defuse_edge,23,lexical_decoy,0,0.0,0.9978783592644979,1414
defuse_edge,23,lexical_decoy,50,71.0,0.8900473933649289,2110
defuse_edge,23,lexical_decoy,100,119.0,0.8919678714859438,2490
defuse_edge,23,lexical_decoy,200,215.0,0.869348300592454,3207
defuse_edge,23,lexical_decoy,500,519.0,0.8655256723716381,5317
defuse_edge,23,lexical_decoy,1000,1023.0,0.8393497489839827,8366
defuse_edge,23,scope_shadow,0,0.0,0.9978768577494692,1413
defuse_edge,23,scope_shadow,50,53.0,0.8778280542986425,2873
defuse_edge,23,scope_shadow,100,107.0,0.9059177532597793,4985
defuse_edge,23,scope_shadow,200,219.0,0.9321840091476823,11369
defuse_edge,23,scope_shadow,500,519.0,0.9612156148867314,39552
defuse_edge,23,scope_shadow,1000,1019.0,0.970256736348462,125810
