model,lens,basis,arm,layer,site,condition,n_candidates,n,sv1_share,sv1_floor,mean_pairwise_cosine,resultant_length,mean_norm,dropped_zero_norm
starcoder2-3b,jlens,frozen_pool,main,27,last_token,clean_heldout,196,72,0.24700071635659882,0.013888888888888888,0.13163023371042737,0.37906585827385414,1.0003602494271364,0
starcoder2-3b,jlens,frozen_pool,same_label_unsafe,27,last_token,clean_heldout,196,72,0.2486527109995041,0.013888888888888888,-0.0136807021980543,0.019954860149480946,4.292388845733297,0
starcoder2-3b,jlens,frozen_pool,same_label_safe,27,last_token,clean_heldout,196,72,0.2523936227981043,0.013888888888888888,-0.013798136915662246,0.016804545924301386,4.411324002820397,0
starcoder2-3b,jlens,frozen_pool,main,29,sink_arg,clean_heldout,196,72,0.24910592360922548,0.013888888888888888,0.17983856168964574,0.43729817376395425,4.121150100443874,0
starcoder2-3b,jlens,frozen_pool,same_label_unsafe,29,sink_arg,clean_heldout,196,72,0.2833951561791477,0.013888888888888888,-0.013549805222283969,0.022962478215630536,6.490853312719068,0
starcoder2-3b,jlens,frozen_pool,same_label_safe,29,sink_arg,clean_heldout,196,72,0.29938909719955686,0.013888888888888888,-0.013686042821312952,0.019822461896790926,7.186943242471456,0
starcoder2-3b,jlens,frozen_pool,main,29,last_token,clean_heldout,196,72,0.2160333482169154,0.013888888888888888,0.12465003042630055,0.369875207188319,0.9800759224415726,0
starcoder2-3b,jlens,frozen_pool,same_label_unsafe,29,last_token,clean_heldout,196,72,0.2313870407500699,0.013888888888888888,-0.013725385105672786,0.01881845189982425,4.555442175628844,0
starcoder2-3b,jlens,frozen_pool,same_label_safe,29,last_token,clean_heldout,196,72,0.23899168272145296,0.013888888888888888,-0.01381856176723915,0.0161941838522098,4.6496310254287705,0
starcoder2-3b,logit,frozen_pool,main,-1,sink_arg,clean_heldout,196,18,0.40790743160640414,0.05555555555555555,-0.04107657619854666,0.12946432469232316,18.35352642724359,54
starcoder2-3b,logit,frozen_pool,same_label_unsafe,-1,sink_arg,clean_heldout,196,43,0.3403334718477041,0.023255813953488372,-0.022504769346174243,0.03569889825043536,10.608518322595819,29
starcoder2-3b,logit,frozen_pool,same_label_safe,-1,sink_arg,clean_heldout,196,43,0.3629026088761288,0.023255813953488372,-0.02268100725999958,0.03320048160200488,12.612759961206969,29
starcoder2-3b,logit,frozen_pool,main,-1,last_token,clean_heldout,196,0,,,,,,72
starcoder2-3b,logit,frozen_pool,same_label_unsafe,-1,last_token,clean_heldout,196,0,,,,,,72
starcoder2-3b,logit,frozen_pool,same_label_safe,-1,last_token,clean_heldout,196,0,,,,,,72
starcoder2-3b,logit,frozen_pool,main,0,sink_arg,clean_heldout,196,72,0.1900418429399179,0.013888888888888888,0.0061139133810867346,0.14113074366115064,4.996335546036204,0
