layer,task,accuracy,f1,auc,control_accuracy,selectivity,n_train,n_test,n_groups,pos_frac,converged,control_converged,notes,tag,tag_value,features
23,lexical_token_type,0.9998503113210004,0.9999010427322567,0.0,0.19999472741953972,0.7998555839014607,16020,4005,347,0.0,True,False,,,,hidden
23,binding,0.986756151387433,0.9777235915235168,0.9996651573970137,0.6327460685047404,0.35401008288269264,16063,4015,423,0.17550674834404104,True,True,,,,hidden
23,binding,0.996542783059637,,,,,16063,4015,423,0.17550674834404104,True,True,,stratum,positive,hidden
23,binding,0.9686398872445384,,,,,16063,4015,423,0.17550674834404104,True,True,,stratum,same_name_diff_binding,hidden
23,binding,0.9893248701673398,,,,,16063,4015,423,0.17550674834404104,True,True,,stratum,diff_name,hidden
23,binding,0.9843845682792407,,,,,16063,4015,423,0.17550674834404104,True,True,,stratum,distance_matched,hidden
23,binding,0.9716981132075472,,,,,16063,4015,423,0.17550674834404104,True,True,,stratum,context_matched,hidden
23,binding,0.986066129396701,,,,,16063,4015,423,0.17550674834404104,True,True,,distance,dist_10_50,hidden
23,binding,0.9801777170198223,,,,,16063,4015,423,0.17550674834404104,True,True,,distance,dist_50_200,hidden
23,binding,0.9902603483798464,,,,,16063,4015,423,0.17550674834404104,True,True,,distance,dist_0_10,hidden
23,defuse_edge,0.9867797980453364,0.9798300006623446,0.9994010980165271,0.6039640622806022,0.38281573576473427,16036,4009,607,0.20093784296118927,True,True,,,,hidden
23,defuse_edge,0.9944374209860936,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,positive,hidden
23,defuse_edge,0.9233539094650206,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,same_name_diff_binding,hidden
23,defuse_edge,0.9952367866630026,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,diff_name,hidden
23,defuse_edge,0.9886511024643321,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,distance_matched,hidden
23,defuse_edge,0.952054794520548,,,,,16036,4009,607,0.20093784296118927,True,True,,stratum,context_matched,hidden
23,defuse_edge,0.9896885521885522,,,,,16036,4009,607,0.20093784296118927,True,True,,distance,dist_0_10,hidden
23,defuse_edge,0.9861419493147539,,,,,16036,4009,607,0.20093784296118927,True,True,,distance,dist_10_50,hidden
23,defuse_edge,0.9843260188087775,,,,,16036,4009,607,0.20093784296118927,True,True,,distance,dist_50_200,hidden
23,control_dep,0.9778141947475767,0.9728481466231715,0.9980784972683221,0.6049778840118264,0.3728363107357503,2450,612,289,0.27685275873326803,True,True,,,,hidden
