layer,arm,example,rho,abs_error
27,none,6,0.40106043219566345,0.5989395678043365
27,none,7,0.40797680616378784,0.5920231938362122
27,none,8,0.41620737314224243,0.5837926268577576
27,none,9,0.37309104204177856,0.6269089579582214
31,all,0,0.9999433159828186,5.6684017181396484e-05
31,all,1,0.9999473690986633,5.263090133666992e-05
31,all,2,0.9999514818191528,4.851818084716797e-05
31,all,3,0.9999580383300781,4.1961669921875e-05
31,all,4,0.9999548196792603,4.5180320739746094e-05
31,all,5,0.9999609589576721,3.904104232788086e-05
31,all,6,0.9999823570251465,1.7642974853515625e-05
31,all,7,0.9999628067016602,3.719329833984375e-05
31,all,8,0.9999716877937317,2.8312206268310547e-05
31,all,9,0.9999724626541138,2.753734588623047e-05
31,no_attn,0,0.9999433159828186,5.6684017181396484e-05
31,no_attn,1,0.9999473690986633,5.263090133666992e-05
31,no_attn,2,0.9999514818191528,4.851818084716797e-05
31,no_attn,3,0.9999580383300781,4.1961669921875e-05
31,no_attn,4,0.9999548196792603,4.5180320739746094e-05
31,no_attn,5,0.9999609589576721,3.904104232788086e-05
31,no_attn,6,0.9999823570251465,1.7642974853515625e-05
31,no_attn,7,0.9999628067016602,3.719329833984375e-05
31,no_attn,8,0.9999716877937317,2.8312206268310547e-05
31,no_attn,9,0.9999724626541138,2.753734588623047e-05
31,no_ln,0,0.9999433159828186,5.6684017181396484e-05
31,no_ln,1,0.9999473690986633,5.263090133666992e-05
31,no_ln,2,0.9999514818191528,4.851818084716797e-05
31,no_ln,3,0.9999580383300781,4.1961669921875e-05
31,no_ln,4,0.9999548196792603,4.5180320739746094e-05
31,no_ln,5,0.9999609589576721,3.904104232788086e-05
31,no_ln,6,0.9999823570251465,1.7642974853515625e-05
31,no_ln,7,0.9999628067016602,3.719329833984375e-05
31,no_ln,8,0.9999716877937317,2.8312206268310547e-05
31,no_ln,9,0.9999724626541138,2.753734588623047e-05
31,no_identity,0,0.9999434351921082,5.65648078918457e-05
31,no_identity,1,0.9999473690986633,5.263090133666992e-05
31,no_identity,2,0.9999515414237976,4.845857620239258e-05
31,no_identity,3,0.9999580979347229,4.190206527709961e-05
31,no_identity,4,0.9999547600746155,4.5239925384521484e-05
31,no_identity,5,0.9999607801437378,3.921985626220703e-05
31,no_identity,6,0.9999824166297913,1.7583370208740234e-05
31,no_identity,7,0.9999628663063049,3.713369369506836e-05
31,no_identity,8,0.9999715685844421,2.8431415557861328e-05
31,no_identity,9,0.9999723434448242,2.765655517578125e-05
31,no_half,0,0.9999434351921082,5.65648078918457e-05
31,no_half,1,0.9999473094940186,5.269050598144531e-05
31,no_half,2,0.9999515414237976,4.845857620239258e-05
31,no_half,3,0.9999580383300781,4.1961669921875e-05
31,no_half,4,0.9999547600746155,4.5239925384521484e-05
31,no_half,5,0.9999608993530273,3.910064697265625e-05
31,no_half,6,0.9999822974205017,1.7702579498291016e-05
31,no_half,7,0.9999628067016602,3.719329833984375e-05
31,no_half,8,0.9999716877937317,2.8312206268310547e-05
31,no_half,9,0.9999724626541138,2.753734588623047e-05
31,none,0,0.9999434947967529,5.650520324707031e-05
31,none,1,0.9999473094940186,5.269050598144531e-05
31,none,2,0.9999515414237976,4.845857620239258e-05
31,none,3,0.9999580979347229,4.190206527709961e-05
31,none,4,0.9999547600746155,4.5239925384521484e-05
31,none,5,0.9999608397483826,3.916025161743164e-05
31,none,6,0.9999823570251465,1.7642974853515625e-05
31,none,7,0.9999628067016602,3.719329833984375e-05
31,none,8,0.9999716281890869,2.8371810913085938e-05
31,none,9,0.9999723434448242,2.765655517578125e-05
