model,condition,obf_level,obf_name,site,features,layer,condition_kind,condition_order,arm,relative_depth,breakdown,cell,accuracy,ci_lo,ci_hi,n,n_bases,n_pos,n_neg,pos_frac,frac_predicted_unsafe,acc_unsafe,acc_safe,false_negative_rate,false_positive_rate,pairs_same_label,delta_clean,delta_previous,delta_atomic
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,0,atomic,14,hidden_state,0.0,structure,helper,0.3888888888888889,0.25,0.5284722222222216,36,18,18,18,0.5,0.6111111111111112,0.5,0.2777777777777778,0.5,0.7222222222222222,0.5555555555555556,-0.055555555555555525,,
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,0,cumulative,21,hidden_state,0.0,all,all,0.4791666666666667,0.4164930555555556,0.5555555555555556,144,72,72,72,0.5,0.4791666666666667,0.4583333333333333,0.5,0.5416666666666667,0.5,0.5972222222222222,0.0763888888888889,0.048611111111111105,-0.048611111111111105
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,0,cumulative,21,hidden_state,0.0,family,command_exec,0.3958333333333333,0.2708333333333333,0.5416666666666666,48,24,24,24,0.5,0.6458333333333334,0.5416666666666666,0.25,0.45833333333333337,0.75,0.5416666666666666,0.14583333333333331,0.08333333333333331,-0.12500000000000006
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,0,cumulative,21,hidden_state,0.0,family,dynamic_exec,0.5,0.3958333333333333,0.6041666666666666,48,24,24,24,0.5,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.5833333333333333,0.41666666666666663,0.6666666666666666,0.08333333333333331,0.0625,-0.10416666666666663
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,0,cumulative,21,hidden_state,0.0,family,sql_exec,0.5416666666666666,0.4166666666666667,0.6666666666666666,48,24,24,24,0.5,0.375,0.4166666666666667,0.6666666666666666,0.5833333333333333,0.33333333333333337,0.5833333333333334,0.0,0.0,0.08333333333333331
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,0,cumulative,21,hidden_state,0.0,structure,assign_chain,0.4722222222222222,0.3333333333333333,0.6388888888888888,36,18,18,18,0.5,0.5833333333333334,0.5555555555555556,0.3888888888888889,0.4444444444444444,0.6111111111111112,0.5,-0.02777777777777779,-0.02777777777777779,0.08333333333333331
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,0,cumulative,21,hidden_state,0.0,structure,branch_merge,0.5277777777777778,0.4166666666666667,0.6388888888888888,36,18,18,18,0.5,0.5277777777777778,0.5555555555555556,0.5,0.4444444444444444,0.5,0.7222222222222222,0.25,0.16666666666666669,-0.19444444444444442
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,0,cumulative,21,hidden_state,0.0,structure,direct,0.4444444444444444,0.2777777777777778,0.6111111111111112,36,18,18,18,0.5,0.3888888888888889,0.3333333333333333,0.5555555555555556,0.6666666666666667,0.4444444444444444,0.4444444444444444,0.055555555555555525,0.055555555555555525,0.027777777777777735
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,0,cumulative,21,hidden_state,0.0,structure,helper,0.4722222222222222,0.3333333333333333,0.6111111111111112,36,18,18,18,0.5,0.4166666666666667,0.3888888888888889,0.5555555555555556,0.6111111111111112,0.4444444444444444,0.7222222222222222,0.02777777777777779,0.0,-0.11111111111111116
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,0,cumulative,22,hidden_state,0.0,all,all,0.4861111111111111,0.3958333333333333,0.5694444444444444,144,72,72,72,0.5,0.5694444444444444,0.5555555555555556,0.4166666666666667,0.4444444444444444,0.5833333333333333,0.3888888888888889,0.08333333333333331,0.00694444444444442,0.013888888888888895
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,0,cumulative,22,hidden_state,0.0,family,command_exec,0.5833333333333334,0.3958333333333333,0.75,48,24,24,24,0.5,0.5833333333333334,0.6666666666666666,0.5,0.33333333333333337,0.5,0.25,0.33333333333333337,0.18750000000000006,0.22916666666666669
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,0,cumulative,22,hidden_state,0.0,family,dynamic_exec,0.4583333333333333,0.3125,0.6041666666666666,48,24,24,24,0.5,0.5416666666666666,0.5,0.4166666666666667,0.5,0.5833333333333333,0.5,0.04166666666666663,-0.041666666666666685,-0.041666666666666685
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,0,cumulative,22,hidden_state,0.0,family,sql_exec,0.4166666666666667,0.2708333333333333,0.5833333333333334,48,24,24,24,0.5,0.5833333333333334,0.5,0.3333333333333333,0.5,0.6666666666666667,0.4166666666666667,-0.12499999999999994,-0.12499999999999994,-0.14583333333333331
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,0,cumulative,22,hidden_state,0.0,structure,assign_chain,0.5555555555555556,0.3888888888888889,0.7222222222222222,36,18,18,18,0.5,0.5,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.4444444444444444,0.05555555555555558,0.08333333333333337,0.05555555555555558
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,0,cumulative,22,hidden_state,0.0,structure,branch_merge,0.3611111111111111,0.16666666666666666,0.5555555555555556,36,18,18,18,0.5,0.6388888888888888,0.5,0.2222222222222222,0.5,0.7777777777777778,0.2777777777777778,0.08333333333333331,-0.16666666666666669,-0.08333333333333331
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,0,cumulative,22,hidden_state,0.0,structure,direct,0.4444444444444444,0.25,0.6388888888888888,36,18,18,18,0.5,0.4444444444444444,0.3888888888888889,0.5,0.6111111111111112,0.5,0.3333333333333333,0.055555555555555525,0.0,-0.05555555555555558
starcoder2-3b,rename_opaque,22,rename_opaque,sink_arg,hidden,0,cumulative,22,hidden_state,0.0,structure,helper,0.5833333333333334,0.4166666666666667,0.75,36,18,18,18,0.5,0.6944444444444444,0.7777777777777778,0.3888888888888889,0.2222222222222222,0.6111111111111112,0.5,0.13888888888888895,0.11111111111111116,0.13888888888888895
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,0,cumulative,23,hidden_state,0.0,all,all,0.4652777777777778,0.3819444444444444,0.5416666666666666,144,72,72,72,0.5,0.5069444444444444,0.4722222222222222,0.4583333333333333,0.5277777777777778,0.5416666666666667,0.5138888888888888,0.0625,-0.020833333333333315,0.05555555555555558
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,0,cumulative,23,hidden_state,0.0,family,command_exec,0.5208333333333334,0.375,0.6666666666666666,48,24,24,24,0.5,0.6458333333333334,0.6666666666666666,0.375,0.33333333333333337,0.625,0.4583333333333333,0.27083333333333337,-0.0625,0.12500000000000006
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,0,cumulative,23,hidden_state,0.0,family,dynamic_exec,0.5,0.3958333333333333,0.625,48,24,24,24,0.5,0.375,0.375,0.625,0.625,0.375,0.6666666666666666,0.08333333333333331,0.041666666666666685,0.125
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,0,cumulative,23,hidden_state,0.0,family,sql_exec,0.375,0.22916666666666666,0.5208333333333334,48,24,24,24,0.5,0.5,0.375,0.375,0.625,0.625,0.4166666666666667,-0.16666666666666663,-0.041666666666666685,-0.08333333333333331
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,0,cumulative,23,hidden_state,0.0,structure,assign_chain,0.5,0.3611111111111111,0.6666666666666666,36,18,18,18,0.5,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.0,-0.05555555555555558,0.02777777777777779
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,0,cumulative,23,hidden_state,0.0,structure,branch_merge,0.4444444444444444,0.2777777777777778,0.6111111111111112,36,18,18,18,0.5,0.6111111111111112,0.5555555555555556,0.3333333333333333,0.4444444444444444,0.6666666666666667,0.5555555555555556,0.16666666666666663,0.08333333333333331,0.13888888888888884
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,0,cumulative,23,hidden_state,0.0,structure,direct,0.3888888888888889,0.25,0.5277777777777778,36,18,18,18,0.5,0.2777777777777778,0.16666666666666666,0.6111111111111112,0.8333333333333334,0.38888888888888884,0.5555555555555556,0.0,-0.055555555555555525,-0.02777777777777779
starcoder2-3b,rename_opaque_encode,23,rename_opaque_encode,sink_arg,hidden,0,cumulative,23,hidden_state,0.0,structure,helper,0.5277777777777778,0.3333333333333333,0.6944444444444444,36,18,18,18,0.5,0.5833333333333334,0.6111111111111112,0.4444444444444444,0.38888888888888884,0.5555555555555556,0.3888888888888889,0.08333333333333337,-0.05555555555555558,0.08333333333333337
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,0,cumulative,24,hidden_state,0.0,all,all,0.4930555555555556,0.4097222222222222,0.5694444444444444,144,72,72,72,0.5,0.4097222222222222,0.4027777777777778,0.5833333333333334,0.5972222222222222,0.41666666666666663,0.5138888888888888,0.09027777777777779,0.02777777777777779,-0.00694444444444442
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,0,cumulative,24,hidden_state,0.0,family,command_exec,0.5208333333333334,0.3958333333333333,0.6458333333333334,48,24,24,24,0.5,0.3958333333333333,0.4166666666666667,0.625,0.5833333333333333,0.375,0.625,0.27083333333333337,0.0,0.10416666666666669
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,0,cumulative,24,hidden_state,0.0,family,dynamic_exec,0.4583333333333333,0.3328125,0.5838541666666662,48,24,24,24,0.5,0.4166666666666667,0.375,0.5416666666666666,0.625,0.45833333333333337,0.5,0.04166666666666663,-0.041666666666666685,-0.08333333333333331
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,0,cumulative,24,hidden_state,0.0,family,sql_exec,0.5,0.3541666666666667,0.6463541666666662,48,24,24,24,0.5,0.4166666666666667,0.4166666666666667,0.5833333333333334,0.5833333333333333,0.41666666666666663,0.4166666666666667,-0.04166666666666663,0.125,-0.04166666666666663
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,0,cumulative,24,hidden_state,0.0,structure,assign_chain,0.5277777777777778,0.3611111111111111,0.6944444444444444,36,18,18,18,0.5,0.3611111111111111,0.3888888888888889,0.6666666666666666,0.6111111111111112,0.33333333333333337,0.5,0.02777777777777779,0.02777777777777779,-0.02777777777777779
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,0,cumulative,24,hidden_state,0.0,structure,branch_merge,0.5277777777777778,0.3333333333333333,0.7222222222222222,36,18,18,18,0.5,0.4166666666666667,0.4444444444444444,0.6111111111111112,0.5555555555555556,0.38888888888888884,0.3888888888888889,0.25,0.08333333333333337,0.05555555555555558
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,0,cumulative,24,hidden_state,0.0,structure,direct,0.4722222222222222,0.3611111111111111,0.5833333333333334,36,18,18,18,0.5,0.3611111111111111,0.3333333333333333,0.6111111111111112,0.6666666666666667,0.38888888888888884,0.7222222222222222,0.08333333333333331,0.08333333333333331,-0.11111111111111116
starcoder2-3b,rename_opaque_encode_flatten,24,rename_opaque_encode_flatten,sink_arg,hidden,0,cumulative,24,hidden_state,0.0,structure,helper,0.4444444444444444,0.2777777777777778,0.6388888888888888,36,18,18,18,0.5,0.5,0.4444444444444444,0.4444444444444444,0.5555555555555556,0.5555555555555556,0.4444444444444444,0.0,-0.08333333333333337,0.055555555555555525
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,3,clean,-1,hidden_state,0.1034,all,all,0.9236111111111112,0.875,0.9652777777777778,144,72,72,72,0.5,0.5069444444444444,0.9305555555555556,0.9166666666666666,0.06944444444444442,0.08333333333333337,0.125,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,3,clean,-1,hidden_state,0.1034,family,command_exec,0.875,0.7708333333333334,0.9588541666666662,48,24,24,24,0.5,0.5,0.875,0.875,0.125,0.125,0.16666666666666666,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,3,clean,-1,hidden_state,0.1034,family,dynamic_exec,0.9166666666666666,0.8333333333333334,0.9791666666666666,48,24,24,24,0.5,0.5416666666666666,0.9583333333333334,0.875,0.04166666666666663,0.125,0.16666666666666666,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,3,clean,-1,hidden_state,0.1034,family,sql_exec,0.9791666666666666,0.9375,1.0,48,24,24,24,0.5,0.4791666666666667,0.9583333333333334,1.0,0.04166666666666663,0.0,0.041666666666666664,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,3,clean,-1,hidden_state,0.1034,structure,assign_chain,0.8611111111111112,0.7222222222222222,0.9722222222222222,36,18,18,18,0.5,0.4166666666666667,0.7777777777777778,0.9444444444444444,0.2222222222222222,0.05555555555555558,0.16666666666666666,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,3,clean,-1,hidden_state,0.1034,structure,branch_merge,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,3,clean,-1,hidden_state,0.1034,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,clean_heldout,-1,clean,sink_arg,hidden,3,clean,-1,hidden_state,0.1034,structure,helper,0.8333333333333334,0.7222222222222222,0.9444444444444444,36,18,18,18,0.5,0.6111111111111112,0.9444444444444444,0.7222222222222222,0.05555555555555558,0.2777777777777778,0.3333333333333333,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,3,baseline,0,hidden_state,0.1034,all,all,0.9097222222222222,0.8611111111111112,0.9583333333333334,144,72,72,72,0.5,0.5069444444444444,0.9166666666666666,0.9027777777777778,0.08333333333333337,0.09722222222222221,0.1527777777777778,-0.01388888888888895,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,3,baseline,0,hidden_state,0.1034,family,command_exec,0.8541666666666666,0.75,0.9583333333333334,48,24,24,24,0.5,0.5208333333333334,0.875,0.8333333333333334,0.125,0.16666666666666663,0.20833333333333334,-0.02083333333333337,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,3,baseline,0,hidden_state,0.1034,family,dynamic_exec,0.9166666666666666,0.8333333333333334,0.9791666666666666,48,24,24,24,0.5,0.5416666666666666,0.9583333333333334,0.875,0.04166666666666663,0.125,0.16666666666666666,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,3,baseline,0,hidden_state,0.1034,family,sql_exec,0.9583333333333334,0.8958333333333334,1.0,48,24,24,24,0.5,0.4583333333333333,0.9166666666666666,1.0,0.08333333333333337,0.0,0.08333333333333333,-0.02083333333333326,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,3,baseline,0,hidden_state,0.1034,structure,assign_chain,0.8611111111111112,0.7222222222222222,0.9722222222222222,36,18,18,18,0.5,0.4166666666666667,0.7777777777777778,0.9444444444444444,0.2222222222222222,0.05555555555555558,0.16666666666666666,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,3,baseline,0,hidden_state,0.1034,structure,branch_merge,0.9722222222222222,0.9166666666666666,1.0,36,18,18,18,0.5,0.4722222222222222,0.9444444444444444,1.0,0.05555555555555558,0.0,0.05555555555555555,-0.02777777777777779,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,3,baseline,0,hidden_state,0.1034,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,normalize,0,normalize,sink_arg,hidden,3,baseline,0,hidden_state,0.1034,structure,helper,0.8055555555555556,0.6944444444444444,0.9166666666666666,36,18,18,18,0.5,0.6388888888888888,0.9444444444444444,0.6666666666666666,0.05555555555555558,0.33333333333333337,0.3888888888888889,-0.02777777777777779,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,3,atomic,11,hidden_state,0.1034,all,all,0.5972222222222222,0.5486111111111112,0.6458333333333334,144,72,72,72,0.5,0.9027777777777778,1.0,0.19444444444444445,0.0,0.8055555555555556,0.8055555555555556,-0.32638888888888895,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,3,atomic,11,hidden_state,0.1034,family,command_exec,0.5833333333333334,0.5208333333333334,0.6666666666666666,48,24,24,24,0.5,0.9166666666666666,1.0,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,-0.29166666666666663,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,3,atomic,11,hidden_state,0.1034,family,dynamic_exec,0.5833333333333334,0.5208333333333334,0.6666666666666666,48,24,24,24,0.5,0.9166666666666666,1.0,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,-0.33333333333333326,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,3,atomic,11,hidden_state,0.1034,family,sql_exec,0.625,0.5416666666666666,0.7088541666666662,48,24,24,24,0.5,0.875,1.0,0.25,0.0,0.75,0.75,-0.35416666666666663,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,3,atomic,11,hidden_state,0.1034,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.36111111111111116,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,3,atomic,11,hidden_state,0.1034,structure,branch_merge,0.5833333333333334,0.5,0.6666666666666666,36,18,18,18,0.5,0.9166666666666666,1.0,0.16666666666666666,0.0,0.8333333333333334,0.8333333333333334,-0.41666666666666663,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,3,atomic,11,hidden_state,0.1034,structure,direct,0.8055555555555556,0.6944444444444444,0.9166666666666666,36,18,18,18,0.5,0.6944444444444444,1.0,0.6111111111111112,0.0,0.38888888888888884,0.3888888888888889,-0.19444444444444442,,
starcoder2-3b,rename_only,11,rename_only,sink_arg,hidden,3,atomic,11,hidden_state,0.1034,structure,helper,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.33333333333333337,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,3,atomic,12,hidden_state,0.1034,all,all,0.7708333333333334,0.7083333333333334,0.8333333333333334,144,72,72,72,0.5,0.5625,0.8333333333333334,0.7083333333333334,0.16666666666666663,0.29166666666666663,0.4027777777777778,-0.1527777777777778,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,3,atomic,12,hidden_state,0.1034,family,command_exec,0.7916666666666666,0.6666666666666666,0.8958333333333334,48,24,24,24,0.5,0.625,0.9166666666666666,0.6666666666666666,0.08333333333333337,0.33333333333333337,0.3333333333333333,-0.08333333333333337,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,3,atomic,12,hidden_state,0.1034,family,dynamic_exec,0.6875,0.5625,0.7916666666666666,48,24,24,24,0.5,0.6458333333333334,0.8333333333333334,0.5416666666666666,0.16666666666666663,0.45833333333333337,0.5416666666666666,-0.22916666666666663,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,3,atomic,12,hidden_state,0.1034,family,sql_exec,0.8333333333333334,0.7291666666666666,0.9166666666666666,48,24,24,24,0.5,0.4166666666666667,0.75,0.9166666666666666,0.25,0.08333333333333337,0.3333333333333333,-0.14583333333333326,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,3,atomic,12,hidden_state,0.1034,structure,assign_chain,0.6388888888888888,0.5277777777777778,0.7777777777777778,36,18,18,18,0.5,0.4166666666666667,0.5555555555555556,0.7222222222222222,0.4444444444444444,0.2777777777777778,0.6111111111111112,-0.22222222222222232,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,3,atomic,12,hidden_state,0.1034,structure,branch_merge,0.8333333333333334,0.7222222222222222,0.9166666666666666,36,18,18,18,0.5,0.6666666666666666,1.0,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,-0.16666666666666663,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,3,atomic,12,hidden_state,0.1034,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,opaque_only,12,opaque_only,sink_arg,hidden,3,atomic,12,hidden_state,0.1034,structure,helper,0.6111111111111112,0.5,0.75,36,18,18,18,0.5,0.6666666666666666,0.7777777777777778,0.4444444444444444,0.2222222222222222,0.5555555555555556,0.6666666666666666,-0.2222222222222222,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,3,atomic,13,hidden_state,0.1034,all,all,0.7777777777777778,0.7152777777777778,0.8333333333333334,144,72,72,72,0.5,0.6944444444444444,0.9722222222222222,0.5833333333333334,0.02777777777777779,0.41666666666666663,0.4444444444444444,-0.14583333333333337,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,3,atomic,13,hidden_state,0.1034,family,command_exec,0.7708333333333334,0.6666666666666666,0.8541666666666666,48,24,24,24,0.5,0.7291666666666666,1.0,0.5416666666666666,0.0,0.45833333333333337,0.4583333333333333,-0.10416666666666663,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,3,atomic,13,hidden_state,0.1034,family,dynamic_exec,0.7291666666666666,0.625,0.8333333333333334,48,24,24,24,0.5,0.6875,0.9166666666666666,0.5416666666666666,0.08333333333333337,0.45833333333333337,0.5416666666666666,-0.1875,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,3,atomic,13,hidden_state,0.1034,family,sql_exec,0.8333333333333334,0.7291666666666666,0.9166666666666666,48,24,24,24,0.5,0.6666666666666666,1.0,0.6666666666666666,0.0,0.33333333333333337,0.3333333333333333,-0.14583333333333326,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,3,atomic,13,hidden_state,0.1034,structure,assign_chain,0.6388888888888888,0.5555555555555556,0.75,36,18,18,18,0.5,0.8055555555555556,0.9444444444444444,0.3333333333333333,0.05555555555555558,0.6666666666666667,0.7222222222222222,-0.22222222222222232,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,3,atomic,13,hidden_state,0.1034,structure,branch_merge,0.8611111111111112,0.75,0.9444444444444444,36,18,18,18,0.5,0.5833333333333334,0.9444444444444444,0.7777777777777778,0.05555555555555558,0.2222222222222222,0.2777777777777778,-0.13888888888888884,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,3,atomic,13,hidden_state,0.1034,structure,direct,1.0,1.0,1.0,36,18,18,18,0.5,0.5,1.0,1.0,0.0,0.0,0.0,0.0,,
starcoder2-3b,encode_only,13,encode_only,sink_arg,hidden,3,atomic,13,hidden_state,0.1034,structure,helper,0.6111111111111112,0.5277777777777778,0.7222222222222222,36,18,18,18,0.5,0.8888888888888888,1.0,0.2222222222222222,0.0,0.7777777777777778,0.7777777777777778,-0.2222222222222222,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,3,atomic,14,hidden_state,0.1034,all,all,0.5416666666666666,0.4722222222222222,0.6111111111111112,144,72,72,72,0.5,0.7361111111111112,0.7777777777777778,0.3055555555555556,0.2222222222222222,0.6944444444444444,0.6111111111111112,-0.38194444444444453,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,3,atomic,14,hidden_state,0.1034,family,command_exec,0.5208333333333334,0.3958333333333333,0.6458333333333334,48,24,24,24,0.5,0.7291666666666666,0.75,0.2916666666666667,0.25,0.7083333333333333,0.625,-0.35416666666666663,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,3,atomic,14,hidden_state,0.1034,family,dynamic_exec,0.5625,0.4583333333333333,0.6666666666666666,48,24,24,24,0.5,0.7708333333333334,0.8333333333333334,0.2916666666666667,0.16666666666666663,0.7083333333333333,0.7083333333333334,-0.35416666666666663,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,3,atomic,14,hidden_state,0.1034,family,sql_exec,0.5416666666666666,0.4166666666666667,0.6875,48,24,24,24,0.5,0.7083333333333334,0.75,0.3333333333333333,0.25,0.6666666666666667,0.5,-0.4375,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,3,atomic,14,hidden_state,0.1034,structure,assign_chain,0.5277777777777778,0.3888888888888889,0.6666666666666666,36,18,18,18,0.5,0.5833333333333334,0.6111111111111112,0.4444444444444444,0.38888888888888884,0.5555555555555556,0.6111111111111112,-0.33333333333333337,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,3,atomic,14,hidden_state,0.1034,structure,branch_merge,0.5277777777777778,0.3888888888888889,0.6666666666666666,36,18,18,18,0.5,0.8055555555555556,0.8333333333333334,0.2222222222222222,0.16666666666666663,0.7777777777777778,0.6111111111111112,-0.4722222222222222,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,3,atomic,14,hidden_state,0.1034,structure,direct,0.6111111111111112,0.4722222222222222,0.75,36,18,18,18,0.5,0.7777777777777778,0.8888888888888888,0.3333333333333333,0.11111111111111116,0.6666666666666667,0.5555555555555556,-0.38888888888888884,,
starcoder2-3b,flatten_only,14,flatten_only,sink_arg,hidden,3,atomic,14,hidden_state,0.1034,structure,helper,0.5,0.3611111111111111,0.6388888888888888,36,18,18,18,0.5,0.7777777777777778,0.7777777777777778,0.2222222222222222,0.2222222222222222,0.7777777777777778,0.6666666666666666,-0.33333333333333337,,
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,3,cumulative,21,hidden_state,0.1034,all,all,0.6041666666666666,0.5486111111111112,0.6527777777777778,144,72,72,72,0.5,0.8819444444444444,0.9861111111111112,0.2222222222222222,0.01388888888888884,0.7777777777777778,0.7638888888888888,-0.31944444444444453,-0.3055555555555556,0.00694444444444442
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,3,cumulative,21,hidden_state,0.1034,family,command_exec,0.5625,0.5,0.6458333333333334,48,24,24,24,0.5,0.9375,1.0,0.125,0.0,0.875,0.875,-0.3125,-0.29166666666666663,-0.02083333333333337
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,3,cumulative,21,hidden_state,0.1034,family,dynamic_exec,0.6041666666666666,0.5,0.7083333333333334,48,24,24,24,0.5,0.8541666666666666,0.9583333333333334,0.25,0.04166666666666663,0.75,0.7083333333333334,-0.3125,-0.3125,0.02083333333333326
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,3,cumulative,21,hidden_state,0.1034,family,sql_exec,0.6458333333333334,0.5625,0.7291666666666666,48,24,24,24,0.5,0.8541666666666666,1.0,0.2916666666666667,0.0,0.7083333333333333,0.7083333333333334,-0.33333333333333326,-0.3125,0.02083333333333337
starcoder2-3b,rename_cumulative,21,rename_cumulative,sink_arg,hidden,3,cumulative,21,hidden_state,0.1034,structure,assign_chain,0.5,0.5,0.5,36,18,18,18,0.5,1.0,1.0,0.0,0.0,1.0,1.0,-0.36111111111111116,-0.36111111111111116,0.0
