model,arm,lens,layer,site,condition,condition_kind,condition_order,relative_depth,n_pairs,mean_delta_contrast_z,mean_delta_contrast_prob,sign_consistency_z,sign_consistency_prob,mean_contrast_prob_unsafe,mean_contrast_prob_safe,permutation_effect_size,permutation_p,permutation_null_sd,anchor_token_same_frac,corr_contrast_entropy,corr_contrast_norm,mean_delta_entropy,topk_enrichment_positive,topk_enrichment_negative,topk_enrichment_random,concept_rank_best
deepseek-coder-1.3b,main,jlens,11,last_token,clean_heldout,clean,-1,0.4783,72,-0.020023050018939417,9.32601237554278e-05,0.4861111111111111,0.5833333333333334,-0.010545372595538513,-0.01063863271929394,-0.6814195213836317,0.542,0.03138719757136681,1.0,-0.03945017683420688,0.22510538233046257,0.00011279050621155257,0.625,0.625,0.03125,144.0
deepseek-coder-1.3b,main,jlens,11,last_token,normalize,baseline,0,0.4783,72,-0.10244965958943168,-3.598311738868193e-05,0.2916666666666667,0.3888888888888889,-0.010171785760386033,-0.010135802642997353,-4.004130718391452,0.0,0.025414879311377953,1.0,-0.40387635694519647,-0.008732414979580789,0.00013285515949948114,0.125,0.125,0.03125,161.0
deepseek-coder-1.3b,main,jlens,11,last_token,rename_only,atomic,11,0.4783,72,-0.07169429975492014,3.51378893251885e-05,0.375,0.5138888888888888,-0.010215533420805958,-0.010250671310131148,-2.686894203135385,0.004,0.02683658287380033,1.0,-0.32615372465211906,0.23279238981498976,4.7176053288152296e-05,0.125,0.125,0.03125,172.0
deepseek-coder-1.3b,main,jlens,11,last_token,opaque_only,atomic,12,0.4783,72,-0.10755898039107505,-4.283932972047223e-05,0.3055555555555556,0.4444444444444444,-0.01028578876689088,-0.010242949437170407,-4.140898142334712,0.0,0.026071629893071543,1.0,-0.41035348377781705,0.0021228252731543096,4.6390838240132716e-05,0.125,0.0,0.03125,165.0
deepseek-coder-1.3b,main,jlens,11,last_token,encode_only,atomic,13,0.4783,72,-0.11504519718826581,-7.052087962142493e-05,0.2777777777777778,0.4027777777777778,-0.010176394478171718,-0.010105873598550292,-4.56274930485308,0.0,0.0252354410345317,1.0,-0.2510064761145377,0.034128331724503254,6.232472269403673e-05,0.125,0.25,0.03125,156.0
deepseek-coder-1.3b,main,jlens,11,last_token,flatten_only,atomic,14,0.4783,72,0.014619846210050358,4.342397106110787e-06,0.5694444444444444,0.4722222222222222,-0.010169553244286342,-0.010173895641392454,1.3632018921375482,0.15,0.010038814893055022,1.0,0.2968689344216774,-0.03749384940446161,4.988180132752756e-05,0.125,0.125,0.0625,22.0
deepseek-coder-1.3b,main,jlens,11,last_token,rename_cumulative,cumulative,21,0.4783,72,-0.021884805519342077,6.79324902649701e-05,0.4444444444444444,0.5416666666666666,-0.010179600198394274,-0.010247532688659244,-0.7680197601394377,0.488,0.029484877788716085,1.0,-0.1562030595585421,0.2864903957836014,2.1647267788465425e-05,0.125,0.125,0.03125,155.0
deepseek-coder-1.3b,main,jlens,11,last_token,rename_opaque,cumulative,22,0.4783,72,-0.06481842819287326,-2.6844733466380702e-05,0.3333333333333333,0.5,-0.010418743270349189,-0.01039189853688281,-2.6378252353702085,0.004,0.024748247237584446,1.0,-0.09226301135480353,-0.07682028245205676,9.922817481339891e-05,0.125,0.0,0.0,164.0
deepseek-coder-1.3b,main,jlens,11,last_token,rename_opaque_encode,cumulative,23,0.4783,72,-0.0694498162449437,1.0824170489893845e-06,0.3611111111111111,0.5138888888888888,-0.010329746342079638,-0.010330828759128628,-2.647101838261834,0.004,0.026351635921227714,1.0,-0.19015700550345335,0.05987326876837007,0.00015633735507559877,0.0,0.0,0.03125,176.0
deepseek-coder-1.3b,main,jlens,11,last_token,rename_opaque_encode_flatten,cumulative,24,0.4783,72,0.0033950002307425956,-8.412076671000864e-06,0.5138888888888888,0.4027777777777778,-0.011078977016109935,-0.011070564939438933,0.3628012340110362,0.676,0.007856972202284014,1.0,0.14878352903980535,0.12621273186022158,-2.761521951592331e-06,0.25,0.25,0.0625,28.0
deepseek-coder-1.3b,main,jlens,15,last_token,clean_heldout,clean,-1,0.6522,72,-0.05942737042682925,2.7938170438204703e-05,0.4166666666666667,0.5138888888888888,-0.009518093663459749,-0.009546031833897954,-1.690621765233279,0.096,0.03557622874112435,1.0,-0.051198909727114626,-0.4758487675769128,-0.0004220627747236379,0.875,0.625,0.03125,138.0
deepseek-coder-1.3b,main,jlens,15,last_token,normalize,baseline,0,0.6522,72,-0.13030452858568087,-0.000135232897806921,0.2638888888888889,0.3333333333333333,-0.009718707484839807,-0.009583474587032886,-3.93999461211432,0.0,0.03298445280017725,1.0,0.014341116205808364,0.08862916716378472,-0.00014193342463363222,0.25,0.0,0.0,157.0
