level,arm,layer,readout,reversal,reversal_ci_lo,reversal_ci_hi,beats_chance,mean_delta,delta_ci_lo,delta_ci_hi,delta_excludes_zero,n,n_bases,split,family,pair_index,inner_word,outer_word
all,ab,24,logit,0.5297619047619048,0.5126984126984127,0.5464285714285714,True,1.961942645197823,1.6653050519147563,2.25990560812373,True,2520,280,test,,,,
all,ba,8,gram_random,0.5030952380952382,0.4980138888888889,0.5080952380952382,False,-0.0010163032742668062,-0.0015410438031235355,-0.0004962637174702701,False,2520,280,test,,,,
all,ba,8,jlens,0.3984126984126984,0.38452380952380955,0.41349206349206347,False,-0.006132844829237059,-0.007181571460909225,-0.005152226212630344,False,2520,280,test,,,,
all,ba,8,logit,0.5765873015873015,0.5587301587301587,0.5948412698412698,True,0.7098360811552358,0.6526954682044213,0.7690804833566977,True,2520,280,test,,,,
all,ba,12,gram_random,0.5142063492063493,0.5079365079365079,0.5203968253968254,True,0.008421237625639946,0.007399625599642086,0.00949403629244198,True,2520,280,test,,,,
all,ba,12,jlens,0.7690476190476191,0.7511904761904762,0.786517857142857,True,0.06715616399111847,0.06436362709009295,0.07004190967678801,True,2520,280,test,,,,
all,ba,12,logit,0.7757936507936508,0.7646825396825396,0.7876984126984127,True,3.3698366375906126,3.2597297433811048,3.4872511965586317,True,2520,280,test,,,,
all,ba,16,gram_random,0.5148412698412699,0.5096031746031746,0.5197619047619049,True,0.008612142427203555,0.007096904154874326,0.01000996116907077,True,2520,280,test,,,,
all,ba,16,jlens,0.6988095238095238,0.6841269841269841,0.7146825396825397,True,0.134327810730726,0.1284243158538944,0.1402050725298579,True,2520,280,test,,,,
all,ba,16,logit,0.7404761904761905,0.7257837301587301,0.7563492063492063,True,4.480356364567128,4.323757181727578,4.637304961881231,True,2520,280,test,,,,
all,ba,20,gram_random,0.5140476190476191,0.5082539682539683,0.5201607142857144,True,-0.0003097052097557082,-0.003508194254001691,0.0031822965775379843,False,2520,280,test,,,,
all,ba,20,jlens,0.5753968253968254,0.5634920634920635,0.5876984126984127,True,0.15737381104586853,0.14632298896070717,0.1673356985356215,True,2520,280,test,,,,
all,ba,20,logit,0.5861111111111111,0.5726091269841269,0.5996130952380951,True,4.027173701271651,3.8008708018528683,4.234900228685093,True,2520,280,test,,,,
all,ba,24,gram_random,0.50484126984127,0.4988869047619048,0.5106349206349207,False,-0.014589429120754912,-0.02011953661014282,-0.009531467759656532,False,2520,280,test,,,,
all,ba,24,jlens,0.6083333333333333,0.5912698412698413,0.6253968253968254,True,0.14503821924269672,0.13096647656330515,0.1582062903614271,True,2520,280,test,,,,
all,ba,24,logit,0.526984126984127,0.5103174603174603,0.5436507936507936,True,1.9947008013252228,1.6963522377941345,2.2721045141607994,True,2520,280,test,,,,
all,both,8,gram_random,0.5015476190476191,0.49678571428571433,0.5062311507936508,False,-0.0009774753753380436,-0.0014905604147176733,-0.00046630168618474506,False,5040,280,test,,,,
all,both,8,jlens,0.4023809523809524,0.38947916666666665,0.4160714285714286,False,-0.006065272743303683,-0.007097199160854207,-0.005106679743381278,False,5040,280,test,,,,
all,both,8,logit,0.5759920634920634,0.5587301587301587,0.5922619047619048,True,0.7108968369071446,0.6544126939231028,0.7696984321584126,True,5040,280,test,,,,
all,both,12,gram_random,0.5134126984126984,0.5076577380952381,0.5187718253968255,True,0.008408370418880609,0.007419869620471709,0.009437667535474276,True,5040,280,test,,,,
all,both,12,jlens,0.7640873015873015,0.7482142857142857,0.7805605158730159,True,0.06688013536899927,0.06410313861054694,0.06968484212768206,True,5040,280,test,,,,
all,both,12,logit,0.7748015873015873,0.7644841269841269,0.7857142857142857,True,3.3668780260852404,3.255263666520043,3.4837739451974628,True,5040,280,test,,,,
all,both,16,gram_random,0.516388888888889,0.5119424603174603,0.5208333333333334,True,0.008691782266500274,0.007332566682213274,0.010013300665178415,True,5040,280,test,,,,
all,both,16,jlens,0.6924603174603174,0.6793650793650794,0.7067509920634921,True,0.133458969274181,0.1280037779432152,0.13882075124128262,True,5040,280,test,,,,
all,both,16,logit,0.734920634920635,0.7220188492063492,0.7490079365079365,True,4.458606050873087,4.3090015474763055,4.607691925643455,True,5040,280,test,,,,
all,both,20,gram_random,0.5142857142857142,0.5089285714285714,0.5197222222222222,True,-0.0008834115970170213,-0.004077241497458003,0.002591041329627236,False,5040,280,test,,,,
all,both,20,jlens,0.5716269841269841,0.5609126984126984,0.5827380952380953,True,0.15623816931250667,0.1457593724040115,0.16589925520807605,True,5040,280,test,,,,
all,both,20,logit,0.5825396825396826,0.5712301587301587,0.5940525793650794,True,4.0189003634370035,3.8048073775822386,4.222736955055642,True,5040,280,test,,,,
