model,layer,site,condition,lens_a,lens_b,cosine,spearman,n_tokens
starcoder2-3b,27,sink_arg,rename_only,jlens,rlens,0.9996815984883893,0.9994533385396331,196
starcoder2-3b,27,sink_arg,rename_only,logit,rlens,0.9129263668471602,0.9140689622197963,196
starcoder2-3b,27,sink_arg,rename_opaque,jlens,logit,0.9108322783577149,0.9130824215668306,196
starcoder2-3b,27,sink_arg,rename_opaque,jlens,rlens,0.9997299369842025,0.9994963701997785,196
starcoder2-3b,27,sink_arg,rename_opaque,logit,rlens,0.910875408359879,0.9143303397110504,196
starcoder2-3b,27,sink_arg,rename_opaque_encode,jlens,logit,0.8723434326475547,0.86724892221629,196
starcoder2-3b,27,sink_arg,rename_opaque_encode,jlens,rlens,0.9995631014293759,0.9993242435591966,196
starcoder2-3b,27,sink_arg,rename_opaque_encode,logit,rlens,0.8723081105135911,0.8679167098311407,196
starcoder2-3b,27,sink_arg,rename_opaque_encode_flatten,jlens,logit,0.695448584178834,0.65002032050618,196
starcoder2-3b,27,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.9989622350074748,0.9983584218537084,196
starcoder2-3b,27,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.6943988106475493,0.6499964140283213,196
starcoder2-3b,29,sink_arg,clean_heldout,jlens,logit,0.9999999689781788,1.0,196
starcoder2-3b,29,sink_arg,clean_heldout,jlens,rlens,1.0000000000000002,1.0,196
starcoder2-3b,29,sink_arg,clean_heldout,logit,rlens,0.9999999689781788,1.0,196
starcoder2-3b,29,sink_arg,encode_only,jlens,logit,0.9999992840269667,0.9999920311740473,196
starcoder2-3b,29,sink_arg,encode_only,jlens,rlens,1.0,1.0,196
starcoder2-3b,29,sink_arg,encode_only,logit,rlens,0.9999992840269667,0.9999920311740473,196
starcoder2-3b,29,sink_arg,flatten_only,jlens,logit,0.9999931766496849,0.9999617496354263,196
starcoder2-3b,29,sink_arg,flatten_only,jlens,rlens,1.0000000000000002,1.0,196
starcoder2-3b,29,sink_arg,flatten_only,logit,rlens,0.9999931766496849,0.9999617496354263,196
starcoder2-3b,29,sink_arg,normalize,jlens,logit,0.9999999697442623,0.9999984062348095,196
starcoder2-3b,29,sink_arg,normalize,jlens,rlens,1.0,1.0,196
starcoder2-3b,29,sink_arg,normalize,logit,rlens,0.9999999697442623,0.9999984062348095,196
starcoder2-3b,29,sink_arg,opaque_only,jlens,logit,0.9999996509879941,0.9999920311740473,196
starcoder2-3b,29,sink_arg,opaque_only,jlens,rlens,1.0,1.0,196
starcoder2-3b,29,sink_arg,opaque_only,logit,rlens,0.9999996509879941,0.9999920311740473,196
starcoder2-3b,29,sink_arg,rename_cumulative,jlens,logit,0.9999997601503713,0.9999936249392378,196
starcoder2-3b,29,sink_arg,rename_cumulative,jlens,rlens,1.0000000000000002,1.0,196
starcoder2-3b,29,sink_arg,rename_cumulative,logit,rlens,0.9999997601503713,0.9999936249392378,196
starcoder2-3b,29,sink_arg,rename_only,jlens,logit,0.9999999179105532,0.9999920311740473,196
starcoder2-3b,29,sink_arg,rename_only,jlens,rlens,0.9999999999999999,1.0,196
starcoder2-3b,29,sink_arg,rename_only,logit,rlens,0.9999999179105532,0.9999920311740473,196
starcoder2-3b,29,sink_arg,rename_opaque,jlens,logit,0.9999998864472334,0.999996812469619,196
starcoder2-3b,29,sink_arg,rename_opaque,jlens,rlens,0.9999999999999999,1.0,196
starcoder2-3b,29,sink_arg,rename_opaque,logit,rlens,0.9999998864472334,0.999996812469619,196
starcoder2-3b,29,sink_arg,rename_opaque_encode,jlens,logit,0.9999987786271032,0.9999888436436661,196
starcoder2-3b,29,sink_arg,rename_opaque_encode,jlens,rlens,0.9999999999999994,1.0,196
starcoder2-3b,29,sink_arg,rename_opaque_encode,logit,rlens,0.9999987786271032,0.9999888436436661,196
starcoder2-3b,29,sink_arg,rename_opaque_encode_flatten,jlens,logit,0.9999982124077386,0.9999792810525225,196
starcoder2-3b,29,sink_arg,rename_opaque_encode_flatten,jlens,rlens,0.9999999999999997,1.0,196
starcoder2-3b,29,sink_arg,rename_opaque_encode_flatten,logit,rlens,0.9999982124077386,0.9999792810525225,196
