split,subset,layer,position,lens,accuracy,accuracy_ci_lo,accuracy_ci_hi,n_rows,n_bases,mean_bound_rank,reversal_rate,reversal_ci_lo,reversal_ci_hi,paired_gap,paired_gap_ci_lo,paired_gap_ci_hi,n_pairs
calib,both_correct,31,answer,gram_random,0.5,0.4605263157894737,0.5365853658536586,76,18,4.75,0.02631578947368421,0.0,0.08108108108108109,-0.052539631724357605,-0.08691072268812565,-0.015541457022867496,38
calib,both_correct,8,answer,clens,0.4868421052631579,0.45588235294117646,0.5,76,18,5.605263157894737,0.0,0.0,0.0,-0.00032538959854527523,-0.0012826462913500636,0.0006433672857071664,38
calib,both_correct,16,answer,clens,0.5263157894736842,0.5,0.5675675675675675,76,18,2.789473684210526,0.05263157894736842,0.0,0.13513513513513514,0.03830460204105628,0.01866763138703096,0.058061068280576125,38
calib,both_correct,24,answer,clens,0.6447368421052632,0.5625,0.7424242424242424,76,18,2.3157894736842106,0.3157894736842105,0.15789473684210525,0.5,1.0173925977004201,0.7724749399295875,1.3036748213081486,38
calib,both_correct,31,answer,clens,0.8157894736842105,0.7361111111111112,0.884642857142857,76,18,2.539473684210526,0.631578947368421,0.4722222222222222,0.769285714285714,1.1977428135118986,0.9070010904297594,1.5317560524932907,38
calib,both_correct,8,answer,logit,0.5,0.5,0.5,76,18,5.631578947368421,0.0,0.0,0.0,0.015723956258673417,-0.02382707495272644,0.05507602001491344,38
calib,both_correct,16,answer,logit,0.5789473684210527,0.527027027027027,0.6428571428571429,76,18,2.6842105263157894,0.15789473684210525,0.05405405405405406,0.2857142857142857,1.3166271008943256,0.9136807613728339,1.7722397567497354,38
calib,both_correct,24,answer,logit,0.7368421052631579,0.6527462121212121,0.8222549019607841,76,18,2.3289473684210527,0.47368421052631576,0.3054924242424243,0.6445098039215683,21.656279513710423,16.10554786550681,28.21826850681594,38
calib,both_correct,31,answer,logit,0.8157894736842105,0.7361111111111112,0.884642857142857,76,18,2.539473684210526,0.631578947368421,0.4722222222222222,0.769285714285714,36.33487580951891,27.514686562795237,46.46681126835614,38
calib,both_correct,8,answer,probe,1.0,1.0,1.0,76,18,0.0,1.0,1.0,1.0,1.8014200596432937,1.741312013260829,1.847026273684624,38
calib,both_correct,16,answer,probe,1.0,1.0,1.0,76,18,0.0,1.0,1.0,1.0,1.8905956243213855,1.8651585038404566,1.9144697423900168,38
calib,both_correct,24,answer,probe,1.0,1.0,1.0,76,18,0.0,1.0,1.0,1.0,1.9110084772109985,1.866276447581728,1.9471103415711033,38
calib,both_correct,31,answer,probe,1.0,1.0,1.0,76,18,0.0,1.0,1.0,1.0,1.915554702281952,1.875822594168743,1.949109050428733,38
calib,both_correct,8,def_source,gram_random,0.5,0.5,0.5,76,18,4.894736842105263,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,16,def_source,gram_random,0.5,0.5,0.5,76,18,6.0394736842105265,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,24,def_source,gram_random,0.5,0.5,0.5,76,18,5.868421052631579,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,31,def_source,gram_random,0.5,0.5,0.5,76,18,4.552631578947368,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,8,def_source,clens,0.5,0.5,0.5,76,18,3.6842105263157894,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,16,def_source,clens,0.5,0.5,0.5,76,18,2.223684210526316,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,24,def_source,clens,0.5,0.5,0.5,76,18,3.289473684210526,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,31,def_source,clens,0.5,0.5,0.5,76,18,3.8026315789473686,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,8,def_source,logit,0.5,0.5,0.5,76,18,5.5,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,16,def_source,logit,0.5,0.5,0.5,76,18,4.197368421052632,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,24,def_source,logit,0.5,0.5,0.5,76,18,3.6578947368421053,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,31,def_source,logit,0.5,0.5,0.5,76,18,3.8026315789473686,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,8,def_source,probe,0.5,0.5,0.5,76,18,0.5,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,16,def_source,probe,0.5,0.5,0.5,76,18,0.5,0.0,0.0,0.0,0.0,0.0,0.0,38
calib,both_correct,24,def_source,probe,0.5,0.5,0.5,76,18,0.5,0.0,0.0,0.0,0.0,0.0,0.0,38
